family,from_machine,to_machine,count,adjacent_arcs_total,total_jobs,frequency_over_all_adjacent_arcs,frequency_per_job
ta,7,2,174,54100,3150,0.0032162661737523105,0.05523809523809524
ta,7,3,169,54100,3150,0.003123844731977819,0.05365079365079365
ta,7,4,194,54100,3150,0.0035859519408502774,0.061587301587301586
ta,7,5,185,54100,3150,0.0034195933456561923,0.05873015873015873
ta,7,6,191,54100,3150,0.003530499075785582,0.06063492063492063
ta,7,8,178,54100,3150,0.003290203327171904,0.05650793650793651
ta,7,9,161,54100,3150,0.0029759704251386323,0.051111111111111114
ta,7,10,165,54100,3150,0.0030499075785582253,0.05238095238095238
ta,7,11,170,54100,3150,0.003142329020332717,0.05396825396825397
ta,7,12,181,54100,3150,0.003345656192236599,0.05746031746031746
ta,7,13,183,54100,3150,0.0033826247689463956,0.058095238095238096
ta,7,14,179,54100,3150,0.003308687615526802,0.05682539682539683
ta,7,15,118,54100,3150,0.002181146025878004,0.03746031746031746
ta,7,16,106,54100,3150,0.001959334565619224,0.03365079365079365
ta,7,17,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,7,18,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,7,19,94,54100,3150,0.0017375231053604436,0.029841269841269842
ta,8,0,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,8,1,176,54100,3150,0.003253234750462107,0.05587301587301587
ta,8,2,181,54100,3150,0.003345656192236599,0.05746031746031746
ta,8,3,163,54100,3150,0.003012939001848429,0.05174603174603175
ta,8,4,168,54100,3150,0.0031053604436229207,0.05333333333333334
ta,8,5,155,54100,3150,0.002865064695009242,0.049206349206349205
ta,8,6,181,54100,3150,0.003345656192236599,0.05746031746031746
ta,8,7,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,8,9,179,54100,3150,0.003308687615526802,0.05682539682539683
ta,8,10,184,54100,3150,0.0034011090573012937,0.058412698412698416
ta,8,11,162,54100,3150,0.0029944547134935304,0.05142857142857143
ta,8,12,183,54100,3150,0.0033826247689463956,0.058095238095238096
ta,8,13,190,54100,3150,0.003512014787430684,0.06031746031746032
ta,8,14,204,54100,3150,0.0037707948243992607,0.06476190476190476
ta,8,15,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,8,16,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,8,17,109,54100,3150,0.0020147874306839187,0.0346031746031746
ta,8,18,96,54100,3150,0.0017744916820702404,0.030476190476190476
ta,8,19,115,54100,3150,0.0021256931608133085,0.03650793650793651
ta,9,0,178,54100,3150,0.003290203327171904,0.05650793650793651
ta,9,1,168,54100,3150,0.0031053604436229207,0.05333333333333334
ta,9,2,180,54100,3150,0.0033271719038817007,0.05714285714285714
ta,9,3,182,54100,3150,0.0033641404805914974,0.057777777777777775
ta,9,4,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,9,5,177,54100,3150,0.0032717190388170054,0.05619047619047619
ta,9,6,180,54100,3150,0.0033271719038817007,0.05714285714285714
ta,9,7,165,54100,3150,0.0030499075785582253,0.05238095238095238
ta,9,8,176,54100,3150,0.003253234750462107,0.05587301587301587
ta,9,10,188,54100,3150,0.0034750462107208872,0.059682539682539684
ta,9,11,158,54100,3150,0.002920517560073937,0.05015873015873016
ta,9,12,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,9,13,190,54100,3150,0.003512014787430684,0.06031746031746032
ta,9,14,146,54100,3150,0.002698706099815157,0.04634920634920635
ta,9,15,120,54100,3150,0.0022181146025878,0.0380952380952381
ta,9,16,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,9,17,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,9,18,126,54100,3150,0.0023290203327171904,0.04
ta,9,19,117,54100,3150,0.0021626617375231053,0.037142857142857144
ta,10,0,182,54100,3150,0.0033641404805914974,0.057777777777777775
ta,10,1,199,54100,3150,0.003678373382624769,0.06317460317460317
ta,10,2,185,54100,3150,0.0034195933456561923,0.05873015873015873
ta,10,3,192,54100,3150,0.0035489833641404807,0.06095238095238095
ta,10,4,188,54100,3150,0.0034750462107208872,0.059682539682539684
ta,10,5,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,10,6,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,10,7,179,54100,3150,0.003308687615526802,0.05682539682539683
ta,10,8,176,54100,3150,0.003253234750462107,0.05587301587301587
ta,10,9,155,54100,3150,0.002865064695009242,0.049206349206349205
ta,10,11,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,10,12,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,10,13,181,54100,3150,0.003345656192236599,0.05746031746031746
ta,10,14,157,54100,3150,0.002902033271719039,0.04984126984126984
ta,10,15,120,54100,3150,0.0022181146025878,0.0380952380952381
ta,10,16,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,10,17,96,54100,3150,0.0017744916820702404,0.030476190476190476
ta,10,18,84,54100,3150,0.0015526802218114603,0.02666666666666667
ta,10,19,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,11,0,205,54100,3150,0.003789279112754159,0.06507936507936508
ta,11,1,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,11,2,156,54100,3150,0.0028835489833641407,0.049523809523809526
ta,11,3,196,54100,3150,0.0036229205175600738,0.06222222222222222
ta,11,4,180,54100,3150,0.0033271719038817007,0.05714285714285714
ta,11,5,149,54100,3150,0.0027541589648798523,0.0473015873015873
ta,11,6,153,54100,3150,0.0028280961182994453,0.04857142857142857
ta,11,7,165,54100,3150,0.0030499075785582253,0.05238095238095238
ta,11,8,170,54100,3150,0.003142329020332717,0.05396825396825397
ta,11,9,193,54100,3150,0.003567467652495379,0.06126984126984127
ta,11,10,161,54100,3150,0.0029759704251386323,0.051111111111111114
ta,11,12,167,54100,3150,0.003086876155268022,0.053015873015873016
ta,11,13,204,54100,3150,0.0037707948243992607,0.06476190476190476
ta,11,14,183,54100,3150,0.0033826247689463956,0.058095238095238096
ta,11,15,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,11,16,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,11,17,110,54100,3150,0.002033271719038817,0.03492063492063492
ta,11,18,90,54100,3150,0.0016635859519408503,0.02857142857142857
ta,11,19,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,12,0,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,12,1,187,54100,3150,0.003456561922365989,0.059365079365079364
ta,12,2,180,54100,3150,0.0033271719038817007,0.05714285714285714
ta,12,3,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,12,4,177,54100,3150,0.0032717190388170054,0.05619047619047619
ta,12,5,176,54100,3150,0.003253234750462107,0.05587301587301587
ta,12,6,207,54100,3150,0.0038262476894639556,0.06571428571428571
ta,12,7,184,54100,3150,0.0034011090573012937,0.058412698412698416
ta,12,8,157,54100,3150,0.002902033271719039,0.04984126984126984
ta,12,9,182,54100,3150,0.0033641404805914974,0.057777777777777775
ta,12,10,165,54100,3150,0.0030499075785582253,0.05238095238095238
ta,12,11,187,54100,3150,0.003456561922365989,0.059365079365079364
ta,12,13,169,54100,3150,0.003123844731977819,0.05365079365079365
ta,12,14,177,54100,3150,0.0032717190388170054,0.05619047619047619
ta,12,15,109,54100,3150,0.0020147874306839187,0.0346031746031746
ta,12,16,89,54100,3150,0.001645101663585952,0.028253968253968254
ta,12,17,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,12,18,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,12,19,88,54100,3150,0.0016266173752310536,0.027936507936507936
ta,13,0,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,13,1,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,13,2,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,13,3,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,13,4,186,54100,3150,0.0034380776340110905,0.05904761904761905
ta,13,5,176,54100,3150,0.003253234750462107,0.05587301587301587
ta,13,6,178,54100,3150,0.003290203327171904,0.05650793650793651
ta,13,7,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,13,8,185,54100,3150,0.0034195933456561923,0.05873015873015873
ta,13,9,178,54100,3150,0.003290203327171904,0.05650793650793651
ta,13,10,174,54100,3150,0.0032162661737523105,0.05523809523809524
ta,13,11,192,54100,3150,0.0035489833641404807,0.06095238095238095
ta,13,12,157,54100,3150,0.002902033271719039,0.04984126984126984
ta,13,14,179,54100,3150,0.003308687615526802,0.05682539682539683
ta,13,15,87,54100,3150,0.0016081330868761552,0.02761904761904762
ta,13,16,112,54100,3150,0.0020702402957486136,0.035555555555555556
ta,13,17,100,54100,3150,0.0018484288354898336,0.031746031746031744
ta,13,18,113,54100,3150,0.0020887245841035122,0.035873015873015876
ta,13,19,104,54100,3150,0.0019223659889094269,0.03301587301587302
ta,14,0,179,54100,3150,0.003308687615526802,0.05682539682539683
ta,14,1,157,54100,3150,0.002902033271719039,0.04984126984126984
ta,14,2,188,54100,3150,0.0034750462107208872,0.059682539682539684
ta,14,3,165,54100,3150,0.0030499075785582253,0.05238095238095238
ta,14,4,152,54100,3150,0.002809611829944547,0.04825396825396826
ta,14,5,205,54100,3150,0.003789279112754159,0.06507936507936508
ta,14,6,188,54100,3150,0.0034750462107208872,0.059682539682539684
ta,14,7,187,54100,3150,0.003456561922365989,0.059365079365079364
ta,14,8,155,54100,3150,0.002865064695009242,0.049206349206349205
ta,14,9,184,54100,3150,0.0034011090573012937,0.058412698412698416
ta,14,10,188,54100,3150,0.0034750462107208872,0.059682539682539684
ta,14,11,181,54100,3150,0.003345656192236599,0.05746031746031746
ta,14,12,201,54100,3150,0.003715341959334566,0.06380952380952382
ta,14,13,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,14,15,90,54100,3150,0.0016635859519408503,0.02857142857142857
ta,14,16,96,54100,3150,0.0017744916820702404,0.030476190476190476
ta,14,17,89,54100,3150,0.001645101663585952,0.028253968253968254
ta,14,18,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,14,19,105,54100,3150,0.0019408502772643253,0.03333333333333333
ta,15,0,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,15,1,109,54100,3150,0.0020147874306839187,0.0346031746031746
ta,15,2,91,54100,3150,0.0016820702402957487,0.028888888888888888
ta,15,3,94,54100,3150,0.0017375231053604436,0.029841269841269842
ta,15,4,101,54100,3150,0.001866913123844732,0.032063492063492065
ta,15,5,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,15,6,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,15,7,96,54100,3150,0.0017744916820702404,0.030476190476190476
ta,15,8,119,54100,3150,0.002199630314232902,0.03777777777777778
ta,15,9,79,54100,3150,0.0014602587800369685,0.02507936507936508
ta,15,10,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,15,11,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,15,12,122,54100,3150,0.002255083179297597,0.03873015873015873
ta,15,13,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,15,14,88,54100,3150,0.0016266173752310536,0.027936507936507936
ta,15,16,115,54100,3150,0.0021256931608133085,0.03650793650793651
ta,15,17,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,15,18,91,54100,3150,0.0016820702402957487,0.028888888888888888
ta,15,19,94,54100,3150,0.0017375231053604436,0.029841269841269842
ta,16,0,107,54100,3150,0.001977818853974122,0.03396825396825397
ta,16,1,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,16,2,90,54100,3150,0.0016635859519408503,0.02857142857142857
ta,16,3,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,16,4,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,16,5,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,16,6,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,16,7,109,54100,3150,0.0020147874306839187,0.0346031746031746
ta,16,8,100,54100,3150,0.0018484288354898336,0.031746031746031744
ta,16,9,101,54100,3150,0.001866913123844732,0.032063492063492065
ta,16,10,114,54100,3150,0.0021072088724584104,0.03619047619047619
ta,16,11,104,54100,3150,0.0019223659889094269,0.03301587301587302
ta,16,12,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,16,13,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,16,14,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,16,15,78,54100,3150,0.0014417744916820703,0.024761904761904763
ta,16,17,111,54100,3150,0.0020517560073937155,0.035238095238095235
ta,16,18,105,54100,3150,0.0019408502772643253,0.03333333333333333
ta,16,19,100,54100,3150,0.0018484288354898336,0.031746031746031744
ta,17,0,107,54100,3150,0.001977818853974122,0.03396825396825397
ta,17,1,88,54100,3150,0.0016266173752310536,0.027936507936507936
ta,17,2,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,17,3,81,54100,3150,0.0014972273567467652,0.025714285714285714
ta,17,4,104,54100,3150,0.0019223659889094269,0.03301587301587302
ta,17,5,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,17,6,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,17,7,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,17,8,98,54100,3150,0.0018114602587800369,0.03111111111111111
ta,17,9,111,54100,3150,0.0020517560073937155,0.035238095238095235
ta,17,10,100,54100,3150,0.0018484288354898336,0.031746031746031744
ta,17,11,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,17,12,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,17,13,92,54100,3150,0.0017005545286506469,0.029206349206349208
ta,17,14,109,54100,3150,0.0020147874306839187,0.0346031746031746
ta,17,15,105,54100,3150,0.0019408502772643253,0.03333333333333333
ta,17,16,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,17,18,106,54100,3150,0.001959334565619224,0.03365079365079365
ta,17,19,100,54100,3150,0.0018484288354898336,0.031746031746031744
ta,18,0,89,54100,3150,0.001645101663585952,0.028253968253968254
ta,18,1,126,54100,3150,0.0023290203327171904,0.04
ta,18,2,94,54100,3150,0.0017375231053604436,0.029841269841269842
ta,18,3,88,54100,3150,0.0016266173752310536,0.027936507936507936
ta,18,4,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,18,5,105,54100,3150,0.0019408502772643253,0.03333333333333333
ta,18,6,88,54100,3150,0.0016266173752310536,0.027936507936507936
ta,18,7,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,18,8,105,54100,3150,0.0019408502772643253,0.03333333333333333
ta,18,9,87,54100,3150,0.0016081330868761552,0.02761904761904762
ta,18,10,85,54100,3150,0.0015711645101663585,0.026984126984126985
ta,18,11,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,18,12,106,54100,3150,0.001959334565619224,0.03365079365079365
ta,18,13,111,54100,3150,0.0020517560073937155,0.035238095238095235
ta,18,14,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,18,15,94,54100,3150,0.0017375231053604436,0.029841269841269842
ta,18,16,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,18,17,112,54100,3150,0.0020702402957486136,0.035555555555555556
ta,18,19,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,19,0,104,54100,3150,0.0019223659889094269,0.03301587301587302
ta,19,1,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,19,2,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,19,3,100,54100,3150,0.0018484288354898336,0.031746031746031744
ta,19,4,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,19,5,120,54100,3150,0.0022181146025878,0.0380952380952381
ta,19,6,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,19,7,98,54100,3150,0.0018114602587800369,0.03111111111111111
ta,19,8,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,19,9,81,54100,3150,0.0014972273567467652,0.025714285714285714
ta,19,10,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,19,11,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,19,12,96,54100,3150,0.0017744916820702404,0.030476190476190476
ta,19,13,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,19,14,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,19,15,104,54100,3150,0.0019223659889094269,0.03301587301587302
ta,19,16,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,19,17,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,19,18,102,54100,3150,0.0018853974121996304,0.03238095238095238
yn,0,1,6,1520,80,0.003947368421052632,0.075
yn,0,2,1,1520,80,0.0006578947368421052,0.0125
yn,0,3,7,1520,80,0.004605263157894736,0.0875
yn,0,4,3,1520,80,0.001973684210526316,0.0375
yn,0,5,4,1520,80,0.002631578947368421,0.05
yn,0,6,6,1520,80,0.003947368421052632,0.075
yn,0,7,5,1520,80,0.003289473684210526,0.0625
yn,0,8,0,1520,80,0.0,0.0
yn,0,9,5,1520,80,0.003289473684210526,0.0625
yn,0,10,2,1520,80,0.0013157894736842105,0.025
yn,0,11,2,1520,80,0.0013157894736842105,0.025
yn,0,12,3,1520,80,0.001973684210526316,0.0375
yn,0,13,8,1520,80,0.005263157894736842,0.1
yn,0,14,9,1520,80,0.0059210526315789476,0.1125
yn,0,15,4,1520,80,0.002631578947368421,0.05
yn,0,16,5,1520,80,0.003289473684210526,0.0625
yn,0,17,2,1520,80,0.0013157894736842105,0.025
yn,0,18,4,1520,80,0.002631578947368421,0.05
yn,0,19,3,1520,80,0.001973684210526316,0.0375
yn,1,0,5,1520,80,0.003289473684210526,0.0625
yn,1,2,3,1520,80,0.001973684210526316,0.0375
yn,1,3,3,1520,80,0.001973684210526316,0.0375
yn,1,4,4,1520,80,0.002631578947368421,0.05
yn,1,5,7,1520,80,0.004605263157894736,0.0875
yn,1,6,2,1520,80,0.0013157894736842105,0.025
yn,1,7,1,1520,80,0.0006578947368421052,0.0125
yn,1,8,8,1520,80,0.005263157894736842,0.1
yn,1,9,2,1520,80,0.0013157894736842105,0.025
yn,1,10,5,1520,80,0.003289473684210526,0.0625
yn,1,11,5,1520,80,0.003289473684210526,0.0625
yn,1,12,4,1520,80,0.002631578947368421,0.05
yn,1,13,1,1520,80,0.0006578947368421052,0.0125
yn,1,14,4,1520,80,0.002631578947368421,0.05
yn,1,15,9,1520,80,0.0059210526315789476,0.1125
yn,1,16,2,1520,80,0.0013157894736842105,0.025
yn,1,17,6,1520,80,0.003947368421052632,0.075
yn,1,18,2,1520,80,0.0013157894736842105,0.025
yn,1,19,5,1520,80,0.003289473684210526,0.0625
yn,2,0,3,1520,80,0.001973684210526316,0.0375
yn,2,1,6,1520,80,0.003947368421052632,0.075
yn,2,3,4,1520,80,0.002631578947368421,0.05
yn,2,4,1,1520,80,0.0006578947368421052,0.0125
yn,2,5,2,1520,80,0.0013157894736842105,0.025
yn,2,6,2,1520,80,0.0013157894736842105,0.025
yn,2,7,2,1520,80,0.0013157894736842105,0.025
yn,2,8,4,1520,80,0.002631578947368421,0.05
yn,2,9,3,1520,80,0.001973684210526316,0.0375
yn,2,10,5,1520,80,0.003289473684210526,0.0625
yn,2,11,8,1520,80,0.005263157894736842,0.1
yn,2,12,4,1520,80,0.002631578947368421,0.05
yn,2,13,3,1520,80,0.001973684210526316,0.0375
yn,2,14,8,1520,80,0.005263157894736842,0.1
yn,2,15,8,1520,80,0.005263157894736842,0.1
yn,2,16,3,1520,80,0.001973684210526316,0.0375
yn,2,17,8,1520,80,0.005263157894736842,0.1
yn,2,18,3,1520,80,0.001973684210526316,0.0375
yn,2,19,2,1520,80,0.0013157894736842105,0.025
yn,3,0,2,1520,80,0.0013157894736842105,0.025
yn,3,1,3,1520,80,0.001973684210526316,0.0375
yn,3,2,7,1520,80,0.004605263157894736,0.0875
yn,3,4,5,1520,80,0.003289473684210526,0.0625
yn,3,5,6,1520,80,0.003947368421052632,0.075
yn,3,6,7,1520,80,0.004605263157894736,0.0875
yn,3,7,5,1520,80,0.003289473684210526,0.0625
yn,3,8,4,1520,80,0.002631578947368421,0.05
yn,3,9,4,1520,80,0.002631578947368421,0.05
yn,3,10,1,1520,80,0.0006578947368421052,0.0125
yn,3,11,1,1520,80,0.0006578947368421052,0.0125
yn,3,12,7,1520,80,0.004605263157894736,0.0875
yn,3,13,1,1520,80,0.0006578947368421052,0.0125
yn,3,14,6,1520,80,0.003947368421052632,0.075
yn,3,15,5,1520,80,0.003289473684210526,0.0625
yn,3,16,0,1520,80,0.0,0.0
yn,3,17,4,1520,80,0.002631578947368421,0.05
yn,3,18,5,1520,80,0.003289473684210526,0.0625
yn,3,19,2,1520,80,0.0013157894736842105,0.025
yn,4,0,5,1520,80,0.003289473684210526,0.0625
yn,4,1,1,1520,80,0.0006578947368421052,0.0125
yn,4,2,8,1520,80,0.005263157894736842,0.1
yn,4,3,5,1520,80,0.003289473684210526,0.0625
yn,4,5,4,1520,80,0.002631578947368421,0.05
yn,4,6,2,1520,80,0.0013157894736842105,0.025
yn,4,7,3,1520,80,0.001973684210526316,0.0375
yn,4,8,4,1520,80,0.002631578947368421,0.05
yn,4,9,1,1520,80,0.0006578947368421052,0.0125
yn,4,10,5,1520,80,0.003289473684210526,0.0625
yn,4,11,6,1520,80,0.003947368421052632,0.075
yn,4,12,3,1520,80,0.001973684210526316,0.0375
yn,4,13,4,1520,80,0.002631578947368421,0.05
yn,4,14,1,1520,80,0.0006578947368421052,0.0125
yn,4,15,3,1520,80,0.001973684210526316,0.0375
yn,4,16,7,1520,80,0.004605263157894736,0.0875
yn,4,17,3,1520,80,0.001973684210526316,0.0375
yn,4,18,5,1520,80,0.003289473684210526,0.0625
yn,4,19,7,1520,80,0.004605263157894736,0.0875
yn,5,0,5,1520,80,0.003289473684210526,0.0625
yn,5,1,3,1520,80,0.001973684210526316,0.0375
yn,5,2,5,1520,80,0.003289473684210526,0.0625
yn,5,3,2,1520,80,0.0013157894736842105,0.025
yn,5,4,6,1520,80,0.003947368421052632,0.075
yn,5,6,5,1520,80,0.003289473684210526,0.0625
yn,5,7,5,1520,80,0.003289473684210526,0.0625
yn,5,8,4,1520,80,0.002631578947368421,0.05
yn,5,9,12,1520,80,0.007894736842105263,0.15
yn,5,10,5,1520,80,0.003289473684210526,0.0625
yn,5,11,4,1520,80,0.002631578947368421,0.05
yn,5,12,2,1520,80,0.0013157894736842105,0.025
yn,5,13,6,1520,80,0.003947368421052632,0.075
yn,5,14,0,1520,80,0.0,0.0
yn,5,15,3,1520,80,0.001973684210526316,0.0375
yn,5,16,1,1520,80,0.0006578947368421052,0.0125
yn,5,17,3,1520,80,0.001973684210526316,0.0375
yn,5,18,3,1520,80,0.001973684210526316,0.0375
yn,5,19,3,1520,80,0.001973684210526316,0.0375
yn,6,0,2,1520,80,0.0013157894736842105,0.025
yn,6,1,5,1520,80,0.003289473684210526,0.0625
yn,6,2,3,1520,80,0.001973684210526316,0.0375
yn,6,3,5,1520,80,0.003289473684210526,0.0625
yn,6,4,2,1520,80,0.0013157894736842105,0.025
yn,6,5,5,1520,80,0.003289473684210526,0.0625
yn,6,7,8,1520,80,0.005263157894736842,0.1
yn,6,8,3,1520,80,0.001973684210526316,0.0375
yn,6,9,5,1520,80,0.003289473684210526,0.0625
yn,6,10,2,1520,80,0.0013157894736842105,0.025
yn,6,11,3,1520,80,0.001973684210526316,0.0375
yn,6,12,4,1520,80,0.002631578947368421,0.05
yn,6,13,4,1520,80,0.002631578947368421,0.05
yn,6,14,3,1520,80,0.001973684210526316,0.0375
yn,6,15,4,1520,80,0.002631578947368421,0.05
yn,6,16,5,1520,80,0.003289473684210526,0.0625
yn,6,17,1,1520,80,0.0006578947368421052,0.0125
yn,6,18,9,1520,80,0.0059210526315789476,0.1125
yn,6,19,5,1520,80,0.003289473684210526,0.0625
yn,7,0,5,1520,80,0.003289473684210526,0.0625
yn,7,1,4,1520,80,0.002631578947368421,0.05
yn,7,2,4,1520,80,0.002631578947368421,0.05
yn,7,3,7,1520,80,0.004605263157894736,0.0875
yn,7,4,2,1520,80,0.0013157894736842105,0.025
yn,7,5,1,1520,80,0.0006578947368421052,0.0125
yn,7,6,2,1520,80,0.0013157894736842105,0.025
yn,7,8,3,1520,80,0.001973684210526316,0.0375
yn,7,9,5,1520,80,0.003289473684210526,0.0625
yn,7,10,1,1520,80,0.0006578947368421052,0.0125
yn,7,11,1,1520,80,0.0006578947368421052,0.0125
yn,7,12,7,1520,80,0.004605263157894736,0.0875
yn,7,13,4,1520,80,0.002631578947368421,0.05
yn,7,14,6,1520,80,0.003947368421052632,0.075
yn,7,15,5,1520,80,0.003289473684210526,0.0625
yn,7,16,9,1520,80,0.0059210526315789476,0.1125
yn,7,17,5,1520,80,0.003289473684210526,0.0625
yn,7,18,2,1520,80,0.0013157894736842105,0.025
yn,7,19,6,1520,80,0.003947368421052632,0.075
yn,8,0,8,1520,80,0.005263157894736842,0.1
yn,8,1,7,1520,80,0.004605263157894736,0.0875
yn,8,2,2,1520,80,0.0013157894736842105,0.025
yn,8,3,4,1520,80,0.002631578947368421,0.05
yn,8,4,4,1520,80,0.002631578947368421,0.05
yn,8,5,1,1520,80,0.0006578947368421052,0.0125
yn,8,6,6,1520,80,0.003947368421052632,0.075
yn,8,7,2,1520,80,0.0013157894736842105,0.025
yn,8,9,4,1520,80,0.002631578947368421,0.05
yn,8,10,6,1520,80,0.003947368421052632,0.075
yn,8,11,1,1520,80,0.0006578947368421052,0.0125
yn,8,12,7,1520,80,0.004605263157894736,0.0875
yn,8,13,0,1520,80,0.0,0.0
yn,8,14,5,1520,80,0.003289473684210526,0.0625
yn,8,15,8,1520,80,0.005263157894736842,0.1
yn,8,16,2,1520,80,0.0013157894736842105,0.025
yn,8,17,2,1520,80,0.0013157894736842105,0.025
yn,8,18,3,1520,80,0.001973684210526316,0.0375
yn,8,19,5,1520,80,0.003289473684210526,0.0625
yn,9,0,2,1520,80,0.0013157894736842105,0.025
yn,9,1,3,1520,80,0.001973684210526316,0.0375
yn,9,2,6,1520,80,0.003947368421052632,0.075
yn,9,3,2,1520,80,0.0013157894736842105,0.025
yn,9,4,5,1520,80,0.003289473684210526,0.0625
yn,9,5,5,1520,80,0.003289473684210526,0.0625
yn,9,6,4,1520,80,0.002631578947368421,0.05
yn,9,7,8,1520,80,0.005263157894736842,0.1
yn,9,8,4,1520,80,0.002631578947368421,0.05
yn,9,10,2,1520,80,0.0013157894736842105,0.025
yn,9,11,5,1520,80,0.003289473684210526,0.0625
yn,9,12,2,1520,80,0.0013157894736842105,0.025
yn,9,13,2,1520,80,0.0013157894736842105,0.025
yn,9,14,5,1520,80,0.003289473684210526,0.0625
yn,9,15,7,1520,80,0.004605263157894736,0.0875
yn,9,16,4,1520,80,0.002631578947368421,0.05
yn,9,17,3,1520,80,0.001973684210526316,0.0375
yn,9,18,5,1520,80,0.003289473684210526,0.0625
yn,9,19,3,1520,80,0.001973684210526316,0.0375
yn,10,0,3,1520,80,0.001973684210526316,0.0375
yn,10,1,1,1520,80,0.0006578947368421052,0.0125
yn,10,2,6,1520,80,0.003947368421052632,0.075
yn,10,3,6,1520,80,0.003947368421052632,0.075
yn,10,4,3,1520,80,0.001973684210526316,0.0375
yn,10,5,3,1520,80,0.001973684210526316,0.0375
yn,10,6,6,1520,80,0.003947368421052632,0.075
yn,10,7,4,1520,80,0.002631578947368421,0.05
yn,10,8,3,1520,80,0.001973684210526316,0.0375
yn,10,9,4,1520,80,0.002631578947368421,0.05
yn,10,11,4,1520,80,0.002631578947368421,0.05
yn,10,12,7,1520,80,0.004605263157894736,0.0875
yn,10,13,6,1520,80,0.003947368421052632,0.075
yn,10,14,5,1520,80,0.003289473684210526,0.0625
yn,10,15,6,1520,80,0.003947368421052632,0.075
yn,10,16,3,1520,80,0.001973684210526316,0.0375
