family,machine_a,machine_b,count_a_before_b,count_b_before_a,total_comparisons,p_a_before_b,bias_from_0_5,dominant_direction,dominant_probability
yn,9,18,41,39,80,0.5125,0.012499999999999956,9->18,0.5125
yn,9,19,46,34,80,0.575,0.07499999999999996,9->19,0.575
yn,10,11,45,35,80,0.5625,0.0625,10->11,0.5625
yn,10,12,42,38,80,0.525,0.025000000000000022,10->12,0.525
yn,10,13,32,48,80,0.4,0.09999999999999998,13->10,0.6
yn,10,14,41,39,80,0.5125,0.012499999999999956,10->14,0.5125
yn,10,15,45,35,80,0.5625,0.0625,10->15,0.5625
yn,10,16,33,47,80,0.4125,0.08750000000000002,16->10,0.5875
yn,10,17,32,48,80,0.4,0.09999999999999998,17->10,0.6
yn,10,18,45,35,80,0.5625,0.0625,10->18,0.5625
yn,10,19,51,29,80,0.6375,0.13749999999999996,10->19,0.6375
yn,11,12,36,44,80,0.45,0.04999999999999999,12->11,0.55
yn,11,13,29,51,80,0.3625,0.1375,13->11,0.6375
yn,11,14,36,44,80,0.45,0.04999999999999999,14->11,0.55
yn,11,15,37,43,80,0.4625,0.03749999999999998,15->11,0.5375
yn,11,16,30,50,80,0.375,0.125,16->11,0.625
yn,11,17,35,45,80,0.4375,0.0625,17->11,0.5625
yn,11,18,33,47,80,0.4125,0.08750000000000002,18->11,0.5875
yn,11,19,46,34,80,0.575,0.07499999999999996,11->19,0.575
yn,12,13,34,46,80,0.425,0.07500000000000001,13->12,0.575
yn,12,14,39,41,80,0.4875,0.012500000000000011,14->12,0.5125
yn,12,15,40,40,80,0.5,0.0,12->15,0.5
yn,12,16,33,47,80,0.4125,0.08750000000000002,16->12,0.5875
yn,12,17,34,46,80,0.425,0.07500000000000001,17->12,0.575
yn,12,18,39,41,80,0.4875,0.012500000000000011,18->12,0.5125
yn,12,19,51,29,80,0.6375,0.13749999999999996,12->19,0.6375
yn,13,14,49,31,80,0.6125,0.11250000000000004,13->14,0.6125
yn,13,15,48,32,80,0.6,0.09999999999999998,13->15,0.6
yn,13,16,41,39,80,0.5125,0.012499999999999956,13->16,0.5125
yn,13,17,44,36,80,0.55,0.050000000000000044,13->17,0.55
yn,13,18,47,33,80,0.5875,0.08750000000000002,13->18,0.5875
yn,13,19,58,22,80,0.725,0.22499999999999998,13->19,0.725
yn,14,15,39,41,80,0.4875,0.012500000000000011,15->14,0.5125
yn,14,16,35,45,80,0.4375,0.0625,16->14,0.5625
yn,14,17,33,47,80,0.4125,0.08750000000000002,17->14,0.5875
yn,14,18,41,39,80,0.5125,0.012499999999999956,14->18,0.5125
yn,14,19,51,29,80,0.6375,0.13749999999999996,14->19,0.6375
yn,15,16,32,48,80,0.4,0.09999999999999998,16->15,0.6
yn,15,17,29,51,80,0.3625,0.1375,17->15,0.6375
yn,15,18,39,41,80,0.4875,0.012500000000000011,18->15,0.5125
yn,15,19,52,28,80,0.65,0.15000000000000002,15->19,0.65
yn,16,17,41,39,80,0.5125,0.012499999999999956,16->17,0.5125
yn,16,18,47,33,80,0.5875,0.08750000000000002,16->18,0.5875
yn,16,19,50,30,80,0.625,0.125,16->19,0.625
yn,17,18,46,34,80,0.575,0.07499999999999996,17->18,0.575
yn,17,19,47,33,80,0.5875,0.08750000000000002,17->19,0.5875
yn,18,19,51,29,80,0.6375,0.13749999999999996,18->19,0.6375
