family,position,machine,count,jobs,total_jobs,frequency
yn,4,4,4,80,80,0.05
yn,4,5,1,80,80,0.0125
yn,4,6,3,80,80,0.0375
yn,4,7,4,80,80,0.05
yn,4,8,4,80,80,0.05
yn,4,9,4,80,80,0.05
yn,4,10,5,80,80,0.0625
yn,4,11,1,80,80,0.0125
yn,4,12,6,80,80,0.075
yn,4,13,11,80,80,0.1375
yn,4,14,3,80,80,0.0375
yn,4,15,1,80,80,0.0125
yn,4,16,1,80,80,0.0125
yn,4,17,2,80,80,0.025
yn,4,18,5,80,80,0.0625
yn,4,19,1,80,80,0.0125
yn,5,0,3,80,80,0.0375
yn,5,1,2,80,80,0.025
yn,5,2,5,80,80,0.0625
yn,5,3,5,80,80,0.0625
yn,5,4,2,80,80,0.025
yn,5,5,4,80,80,0.05
yn,5,6,3,80,80,0.0375
yn,5,7,4,80,80,0.05
yn,5,8,6,80,80,0.075
yn,5,9,3,80,80,0.0375
yn,5,10,3,80,80,0.0375
yn,5,11,1,80,80,0.0125
yn,5,12,6,80,80,0.075
yn,5,13,6,80,80,0.075
yn,5,14,9,80,80,0.1125
yn,5,15,6,80,80,0.075
yn,5,16,5,80,80,0.0625
yn,5,17,2,80,80,0.025
yn,5,18,2,80,80,0.025
yn,5,19,3,80,80,0.0375
yn,6,0,2,80,80,0.025
yn,6,1,8,80,80,0.1
yn,6,2,4,80,80,0.05
yn,6,3,6,80,80,0.075
yn,6,4,3,80,80,0.0375
yn,6,5,2,80,80,0.025
yn,6,6,2,80,80,0.025
yn,6,7,5,80,80,0.0625
yn,6,8,3,80,80,0.0375
yn,6,9,6,80,80,0.075
yn,6,10,7,80,80,0.0875
yn,6,11,6,80,80,0.075
yn,6,12,5,80,80,0.0625
yn,6,13,0,80,80,0.0
yn,6,14,3,80,80,0.0375
yn,6,15,1,80,80,0.0125
yn,6,16,5,80,80,0.0625
yn,6,17,4,80,80,0.05
yn,6,18,4,80,80,0.05
yn,6,19,4,80,80,0.05
yn,7,0,6,80,80,0.075
yn,7,1,1,80,80,0.0125
yn,7,2,4,80,80,0.05
yn,7,3,4,80,80,0.05
yn,7,4,3,80,80,0.0375
yn,7,5,1,80,80,0.0125
yn,7,6,5,80,80,0.0625
yn,7,7,2,80,80,0.025
yn,7,8,8,80,80,0.1
yn,7,9,2,80,80,0.025
yn,7,10,6,80,80,0.075
yn,7,11,3,80,80,0.0375
yn,7,12,5,80,80,0.0625
yn,7,13,5,80,80,0.0625
yn,7,14,3,80,80,0.0375
yn,7,15,4,80,80,0.05
yn,7,16,1,80,80,0.0125
yn,7,17,1,80,80,0.0125
yn,7,18,6,80,80,0.075
yn,7,19,10,80,80,0.125
yn,8,0,3,80,80,0.0375
yn,8,1,5,80,80,0.0625
yn,8,2,4,80,80,0.05
yn,8,3,5,80,80,0.0625
yn,8,4,3,80,80,0.0375
yn,8,5,0,80,80,0.0
yn,8,6,10,80,80,0.125
yn,8,7,9,80,80,0.1125
yn,8,8,0,80,80,0.0
yn,8,9,5,80,80,0.0625
yn,8,10,2,80,80,0.025
yn,8,11,0,80,80,0.0
yn,8,12,4,80,80,0.05
yn,8,13,10,80,80,0.125
yn,8,14,4,80,80,0.05
yn,8,15,3,80,80,0.0375
yn,8,16,4,80,80,0.05
yn,8,17,3,80,80,0.0375
yn,8,18,3,80,80,0.0375
yn,8,19,3,80,80,0.0375
yn,9,0,1,80,80,0.0125
yn,9,1,2,80,80,0.025
yn,9,2,2,80,80,0.025
yn,9,3,7,80,80,0.0875
yn,9,4,6,80,80,0.075
yn,9,5,3,80,80,0.0375
yn,9,6,3,80,80,0.0375
yn,9,7,5,80,80,0.0625
yn,9,8,5,80,80,0.0625
yn,9,9,1,80,80,0.0125
yn,9,10,5,80,80,0.0625
yn,9,11,9,80,80,0.1125
yn,9,12,5,80,80,0.0625
yn,9,13,4,80,80,0.05
yn,9,14,0,80,80,0.0
yn,9,15,5,80,80,0.0625
yn,9,16,4,80,80,0.05
yn,9,17,4,80,80,0.05
yn,9,18,5,80,80,0.0625
yn,9,19,4,80,80,0.05
yn,10,0,1,80,80,0.0125
yn,10,1,3,80,80,0.0375
yn,10,2,4,80,80,0.05
yn,10,3,6,80,80,0.075
yn,10,4,3,80,80,0.0375
yn,10,5,8,80,80,0.1
yn,10,6,3,80,80,0.0375
yn,10,7,7,80,80,0.0875
yn,10,8,0,80,80,0.0
yn,10,9,3,80,80,0.0375
yn,10,10,5,80,80,0.0625
yn,10,11,6,80,80,0.075
yn,10,12,3,80,80,0.0375
yn,10,13,5,80,80,0.0625
yn,10,14,5,80,80,0.0625
yn,10,15,4,80,80,0.05
yn,10,16,2,80,80,0.025
yn,10,17,4,80,80,0.05
yn,10,18,6,80,80,0.075
yn,10,19,2,80,80,0.025
yn,11,0,6,80,80,0.075
yn,11,1,3,80,80,0.0375
yn,11,2,10,80,80,0.125
yn,11,3,2,80,80,0.025
yn,11,4,7,80,80,0.0875
yn,11,5,6,80,80,0.075
yn,11,6,1,80,80,0.0125
yn,11,7,2,80,80,0.025
yn,11,8,4,80,80,0.05
yn,11,9,4,80,80,0.05
yn,11,10,5,80,80,0.0625
yn,11,11,3,80,80,0.0375
yn,11,12,0,80,80,0.0
yn,11,13,4,80,80,0.05
yn,11,14,4,80,80,0.05
yn,11,15,0,80,80,0.0
yn,11,16,6,80,80,0.075
yn,11,17,6,80,80,0.075
yn,11,18,3,80,80,0.0375
yn,11,19,4,80,80,0.05
yn,12,0,5,80,80,0.0625
yn,12,1,4,80,80,0.05
yn,12,2,1,80,80,0.0125
yn,12,3,8,80,80,0.1
yn,12,4,2,80,80,0.025
yn,12,5,1,80,80,0.0125
yn,12,6,5,80,80,0.0625
yn,12,7,3,80,80,0.0375
yn,12,8,4,80,80,0.05
yn,12,9,6,80,80,0.075
yn,12,10,4,80,80,0.05
yn,12,11,8,80,80,0.1
yn,12,12,2,80,80,0.025
yn,12,13,1,80,80,0.0125
yn,12,14,4,80,80,0.05
yn,12,15,4,80,80,0.05
yn,12,16,6,80,80,0.075
yn,12,17,4,80,80,0.05
yn,12,18,4,80,80,0.05
yn,12,19,4,80,80,0.05
yn,13,0,5,80,80,0.0625
yn,13,1,5,80,80,0.0625
yn,13,2,5,80,80,0.0625
yn,13,3,5,80,80,0.0625
yn,13,4,6,80,80,0.075
yn,13,5,7,80,80,0.0875
yn,13,6,3,80,80,0.0375
yn,13,7,2,80,80,0.025
yn,13,8,6,80,80,0.075
yn,13,9,2,80,80,0.025
yn,13,10,5,80,80,0.0625
yn,13,11,3,80,80,0.0375
yn,13,12,3,80,80,0.0375
yn,13,13,6,80,80,0.075
yn,13,14,9,80,80,0.1125
yn,13,15,4,80,80,0.05
yn,13,16,0,80,80,0.0
yn,13,17,2,80,80,0.025
yn,13,18,1,80,80,0.0125
yn,13,19,1,80,80,0.0125
yn,14,0,4,80,80,0.05
yn,14,1,6,80,80,0.075
yn,14,2,6,80,80,0.075
yn,14,3,1,80,80,0.0125
yn,14,4,3,80,80,0.0375
yn,14,5,4,80,80,0.05
yn,14,6,0,80,80,0.0
yn,14,7,3,80,80,0.0375
yn,14,8,4,80,80,0.05
yn,14,9,4,80,80,0.05
yn,14,10,5,80,80,0.0625
yn,14,11,2,80,80,0.025
yn,14,12,3,80,80,0.0375
yn,14,13,2,80,80,0.025
yn,14,14,11,80,80,0.1375
yn,14,15,7,80,80,0.0875
yn,14,16,2,80,80,0.025
yn,14,17,9,80,80,0.1125
yn,14,18,3,80,80,0.0375
yn,14,19,1,80,80,0.0125
yn,15,0,1,80,80,0.0125
yn,15,1,6,80,80,0.075
yn,15,2,3,80,80,0.0375
yn,15,3,2,80,80,0.025
yn,15,4,4,80,80,0.05
yn,15,5,7,80,80,0.0875
yn,15,6,9,80,80,0.1125
yn,15,7,2,80,80,0.025
yn,15,8,4,80,80,0.05
yn,15,9,3,80,80,0.0375
yn,15,10,3,80,80,0.0375
yn,15,11,4,80,80,0.05
yn,15,12,2,80,80,0.025
yn,15,13,3,80,80,0.0375
yn,15,14,1,80,80,0.0125
yn,15,15,11,80,80,0.1375
yn,15,16,4,80,80,0.05
yn,15,17,6,80,80,0.075
yn,15,18,5,80,80,0.0625
yn,15,19,0,80,80,0.0
yn,16,0,4,80,80,0.05
yn,16,1,5,80,80,0.0625
yn,16,2,3,80,80,0.0375
yn,16,3,3,80,80,0.0375
yn,16,4,3,80,80,0.0375
yn,16,5,3,80,80,0.0375
yn,16,6,1,80,80,0.0125
yn,16,7,0,80,80,0.0
yn,16,8,8,80,80,0.1
yn,16,9,3,80,80,0.0375
yn,16,10,4,80,80,0.05
yn,16,11,10,80,80,0.125
yn,16,12,5,80,80,0.0625
yn,16,13,5,80,80,0.0625
yn,16,14,5,80,80,0.0625
yn,16,15,3,80,80,0.0375
yn,16,16,3,80,80,0.0375
yn,16,17,3,80,80,0.0375
yn,16,18,5,80,80,0.0625
yn,16,19,4,80,80,0.05
yn,17,0,10,80,80,0.125
yn,17,1,4,80,80,0.05
yn,17,2,3,80,80,0.0375
yn,17,3,2,80,80,0.025
yn,17,4,4,80,80,0.05
yn,17,5,5,80,80,0.0625
yn,17,6,4,80,80,0.05
yn,17,7,2,80,80,0.025
yn,17,8,4,80,80,0.05
yn,17,9,5,80,80,0.0625
yn,17,10,6,80,80,0.075
yn,17,11,4,80,80,0.05
yn,17,12,7,80,80,0.0875
yn,17,13,1,80,80,0.0125
yn,17,14,4,80,80,0.05
yn,17,15,2,80,80,0.025
yn,17,16,4,80,80,0.05
yn,17,17,1,80,80,0.0125
yn,17,18,5,80,80,0.0625
yn,17,19,3,80,80,0.0375
yn,18,0,4,80,80,0.05
yn,18,1,2,80,80,0.025
yn,18,2,3,80,80,0.0375
yn,18,3,1,80,80,0.0125
yn,18,4,6,80,80,0.075
yn,18,5,3,80,80,0.0375
yn,18,6,3,80,80,0.0375
yn,18,7,8,80,80,0.1
yn,18,8,4,80,80,0.05
yn,18,9,10,80,80,0.125
yn,18,10,4,80,80,0.05
yn,18,11,3,80,80,0.0375
yn,18,12,10,80,80,0.125
yn,18,13,1,80,80,0.0125
yn,18,14,3,80,80,0.0375
yn,18,15,5,80,80,0.0625
yn,18,16,2,80,80,0.025
yn,18,17,0,80,80,0.0
yn,18,18,3,80,80,0.0375
yn,18,19,5,80,80,0.0625
yn,19,0,1,80,80,0.0125
yn,19,1,2,80,80,0.025
yn,19,2,1,80,80,0.0125
yn,19,3,5,80,80,0.0625
yn,19,4,3,80,80,0.0375
yn,19,5,3,80,80,0.0375
yn,19,6,2,80,80,0.025
yn,19,7,1,80,80,0.0125
yn,19,8,3,80,80,0.0375
yn,19,9,3,80,80,0.0375
yn,19,10,0,80,80,0.0
yn,19,11,5,80,80,0.0625
yn,19,12,3,80,80,0.0375
yn,19,13,0,80,80,0.0
yn,19,14,2,80,80,0.025
yn,19,15,4,80,80,0.05
yn,19,16,6,80,80,0.075
yn,19,17,5,80,80,0.0625
yn,19,18,7,80,80,0.0875
yn,19,19,24,80,80,0.3
