family_size,family,size,machine_a,machine_b,count_a_before_b,count_b_before_a,total_comparisons,p_a_before_b,bias_from_0_5,dominant_direction,dominant_probability
swv_20x10,swv,20x10,1,5,100,0,100,1.0,0.5,1->5,1.0
swv_20x10,swv,20x10,1,6,100,0,100,1.0,0.5,1->6,1.0
swv_20x10,swv,20x10,1,7,100,0,100,1.0,0.5,1->7,1.0
swv_20x10,swv,20x10,1,8,100,0,100,1.0,0.5,1->8,1.0
swv_20x10,swv,20x10,1,9,100,0,100,1.0,0.5,1->9,1.0
swv_20x10,swv,20x10,2,3,48,52,100,0.48,0.020000000000000018,3->2,0.52
swv_20x10,swv,20x10,2,4,44,56,100,0.44,0.06,4->2,0.56
swv_20x10,swv,20x10,2,5,100,0,100,1.0,0.5,2->5,1.0
swv_20x10,swv,20x10,2,6,100,0,100,1.0,0.5,2->6,1.0
swv_20x10,swv,20x10,2,7,100,0,100,1.0,0.5,2->7,1.0
swv_20x10,swv,20x10,2,8,100,0,100,1.0,0.5,2->8,1.0
swv_20x10,swv,20x10,2,9,100,0,100,1.0,0.5,2->9,1.0
swv_20x10,swv,20x10,3,4,48,52,100,0.48,0.020000000000000018,4->3,0.52
swv_20x10,swv,20x10,3,5,100,0,100,1.0,0.5,3->5,1.0
swv_20x10,swv,20x10,3,6,100,0,100,1.0,0.5,3->6,1.0
swv_20x10,swv,20x10,3,7,100,0,100,1.0,0.5,3->7,1.0
swv_20x10,swv,20x10,3,8,100,0,100,1.0,0.5,3->8,1.0
swv_20x10,swv,20x10,3,9,100,0,100,1.0,0.5,3->9,1.0
swv_20x10,swv,20x10,4,5,100,0,100,1.0,0.5,4->5,1.0
swv_20x10,swv,20x10,4,6,100,0,100,1.0,0.5,4->6,1.0
swv_20x10,swv,20x10,4,7,100,0,100,1.0,0.5,4->7,1.0
swv_20x10,swv,20x10,4,8,100,0,100,1.0,0.5,4->8,1.0
swv_20x10,swv,20x10,4,9,100,0,100,1.0,0.5,4->9,1.0
swv_20x10,swv,20x10,5,6,56,44,100,0.56,0.06000000000000005,5->6,0.56
swv_20x10,swv,20x10,5,7,49,51,100,0.49,0.010000000000000009,7->5,0.51
swv_20x10,swv,20x10,5,8,51,49,100,0.51,0.010000000000000009,5->8,0.51
swv_20x10,swv,20x10,5,9,53,47,100,0.53,0.030000000000000027,5->9,0.53
swv_20x10,swv,20x10,6,7,39,61,100,0.39,0.10999999999999999,7->6,0.61
swv_20x10,swv,20x10,6,8,48,52,100,0.48,0.020000000000000018,8->6,0.52
swv_20x10,swv,20x10,6,9,48,52,100,0.48,0.020000000000000018,9->6,0.52
swv_20x10,swv,20x10,7,8,50,50,100,0.5,0.0,7->8,0.5
swv_20x10,swv,20x10,7,9,60,40,100,0.6,0.09999999999999998,7->9,0.6
swv_20x10,swv,20x10,8,9,51,49,100,0.51,0.010000000000000009,8->9,0.51
swv_20x15,swv,20x15,0,1,53,47,100,0.53,0.030000000000000027,0->1,0.53
swv_20x15,swv,20x15,0,2,46,54,100,0.46,0.03999999999999998,2->0,0.54
swv_20x15,swv,20x15,0,3,56,44,100,0.56,0.06000000000000005,0->3,0.56
swv_20x15,swv,20x15,0,4,54,46,100,0.54,0.040000000000000036,0->4,0.54
swv_20x15,swv,20x15,0,5,57,43,100,0.57,0.06999999999999995,0->5,0.57
swv_20x15,swv,20x15,0,6,49,51,100,0.49,0.010000000000000009,6->0,0.51
swv_20x15,swv,20x15,0,7,100,0,100,1.0,0.5,0->7,1.0
swv_20x15,swv,20x15,0,8,100,0,100,1.0,0.5,0->8,1.0
swv_20x15,swv,20x15,0,9,100,0,100,1.0,0.5,0->9,1.0
swv_20x15,swv,20x15,0,10,100,0,100,1.0,0.5,0->10,1.0
swv_20x15,swv,20x15,0,11,100,0,100,1.0,0.5,0->11,1.0
swv_20x15,swv,20x15,0,12,100,0,100,1.0,0.5,0->12,1.0
swv_20x15,swv,20x15,0,13,100,0,100,1.0,0.5,0->13,1.0
swv_20x15,swv,20x15,0,14,100,0,100,1.0,0.5,0->14,1.0
swv_20x15,swv,20x15,1,2,46,54,100,0.46,0.03999999999999998,2->1,0.54
swv_20x15,swv,20x15,1,3,50,50,100,0.5,0.0,1->3,0.5
swv_20x15,swv,20x15,1,4,52,48,100,0.52,0.020000000000000018,1->4,0.52
swv_20x15,swv,20x15,1,5,54,46,100,0.54,0.040000000000000036,1->5,0.54
swv_20x15,swv,20x15,1,6,43,57,100,0.43,0.07,6->1,0.5700000000000001
swv_20x15,swv,20x15,1,7,100,0,100,1.0,0.5,1->7,1.0
swv_20x15,swv,20x15,1,8,100,0,100,1.0,0.5,1->8,1.0
swv_20x15,swv,20x15,1,9,100,0,100,1.0,0.5,1->9,1.0
swv_20x15,swv,20x15,1,10,100,0,100,1.0,0.5,1->10,1.0
swv_20x15,swv,20x15,1,11,100,0,100,1.0,0.5,1->11,1.0
swv_20x15,swv,20x15,1,12,100,0,100,1.0,0.5,1->12,1.0
swv_20x15,swv,20x15,1,13,100,0,100,1.0,0.5,1->13,1.0
swv_20x15,swv,20x15,1,14,100,0,100,1.0,0.5,1->14,1.0
swv_20x15,swv,20x15,2,3,50,50,100,0.5,0.0,2->3,0.5
swv_20x15,swv,20x15,2,4,51,49,100,0.51,0.010000000000000009,2->4,0.51
swv_20x15,swv,20x15,2,5,57,43,100,0.57,0.06999999999999995,2->5,0.57
swv_20x15,swv,20x15,2,6,48,52,100,0.48,0.020000000000000018,6->2,0.52
swv_20x15,swv,20x15,2,7,100,0,100,1.0,0.5,2->7,1.0
swv_20x15,swv,20x15,2,8,100,0,100,1.0,0.5,2->8,1.0
swv_20x15,swv,20x15,2,9,100,0,100,1.0,0.5,2->9,1.0
swv_20x15,swv,20x15,2,10,100,0,100,1.0,0.5,2->10,1.0
swv_20x15,swv,20x15,2,11,100,0,100,1.0,0.5,2->11,1.0
swv_20x15,swv,20x15,2,12,100,0,100,1.0,0.5,2->12,1.0
swv_20x15,swv,20x15,2,13,100,0,100,1.0,0.5,2->13,1.0
swv_20x15,swv,20x15,2,14,100,0,100,1.0,0.5,2->14,1.0
swv_20x15,swv,20x15,3,4,57,43,100,0.57,0.06999999999999995,3->4,0.57
swv_20x15,swv,20x15,3,5,52,48,100,0.52,0.020000000000000018,3->5,0.52
swv_20x15,swv,20x15,3,6,46,54,100,0.46,0.03999999999999998,6->3,0.54
swv_20x15,swv,20x15,3,7,100,0,100,1.0,0.5,3->7,1.0
swv_20x15,swv,20x15,3,8,100,0,100,1.0,0.5,3->8,1.0
swv_20x15,swv,20x15,3,9,100,0,100,1.0,0.5,3->9,1.0
swv_20x15,swv,20x15,3,10,100,0,100,1.0,0.5,3->10,1.0
swv_20x15,swv,20x15,3,11,100,0,100,1.0,0.5,3->11,1.0
swv_20x15,swv,20x15,3,12,100,0,100,1.0,0.5,3->12,1.0
swv_20x15,swv,20x15,3,13,100,0,100,1.0,0.5,3->13,1.0
swv_20x15,swv,20x15,3,14,100,0,100,1.0,0.5,3->14,1.0
swv_20x15,swv,20x15,4,5,54,46,100,0.54,0.040000000000000036,4->5,0.54
swv_20x15,swv,20x15,4,6,36,64,100,0.36,0.14,6->4,0.64
swv_20x15,swv,20x15,4,7,100,0,100,1.0,0.5,4->7,1.0
swv_20x15,swv,20x15,4,8,100,0,100,1.0,0.5,4->8,1.0
swv_20x15,swv,20x15,4,9,100,0,100,1.0,0.5,4->9,1.0
swv_20x15,swv,20x15,4,10,100,0,100,1.0,0.5,4->10,1.0
swv_20x15,swv,20x15,4,11,100,0,100,1.0,0.5,4->11,1.0
swv_20x15,swv,20x15,4,12,100,0,100,1.0,0.5,4->12,1.0
swv_20x15,swv,20x15,4,13,100,0,100,1.0,0.5,4->13,1.0
swv_20x15,swv,20x15,4,14,100,0,100,1.0,0.5,4->14,1.0
swv_20x15,swv,20x15,5,6,42,58,100,0.42,0.08000000000000002,6->5,0.5800000000000001
swv_20x15,swv,20x15,5,7,100,0,100,1.0,0.5,5->7,1.0
swv_20x15,swv,20x15,5,8,100,0,100,1.0,0.5,5->8,1.0
swv_20x15,swv,20x15,5,9,100,0,100,1.0,0.5,5->9,1.0
swv_20x15,swv,20x15,5,10,100,0,100,1.0,0.5,5->10,1.0
swv_20x15,swv,20x15,5,11,100,0,100,1.0,0.5,5->11,1.0
swv_20x15,swv,20x15,5,12,100,0,100,1.0,0.5,5->12,1.0
swv_20x15,swv,20x15,5,13,100,0,100,1.0,0.5,5->13,1.0
swv_20x15,swv,20x15,5,14,100,0,100,1.0,0.5,5->14,1.0
swv_20x15,swv,20x15,6,7,100,0,100,1.0,0.5,6->7,1.0
swv_20x15,swv,20x15,6,8,100,0,100,1.0,0.5,6->8,1.0
swv_20x15,swv,20x15,6,9,100,0,100,1.0,0.5,6->9,1.0
swv_20x15,swv,20x15,6,10,100,0,100,1.0,0.5,6->10,1.0
swv_20x15,swv,20x15,6,11,100,0,100,1.0,0.5,6->11,1.0
swv_20x15,swv,20x15,6,12,100,0,100,1.0,0.5,6->12,1.0
swv_20x15,swv,20x15,6,13,100,0,100,1.0,0.5,6->13,1.0
swv_20x15,swv,20x15,6,14,100,0,100,1.0,0.5,6->14,1.0
swv_20x15,swv,20x15,7,8,44,56,100,0.44,0.06,8->7,0.56
swv_20x15,swv,20x15,7,9,46,54,100,0.46,0.03999999999999998,9->7,0.54
swv_20x15,swv,20x15,7,10,41,59,100,0.41,0.09000000000000002,10->7,0.5900000000000001
swv_20x15,swv,20x15,7,11,52,48,100,0.52,0.020000000000000018,7->11,0.52
swv_20x15,swv,20x15,7,12,43,57,100,0.43,0.07,12->7,0.5700000000000001
swv_20x15,swv,20x15,7,13,48,52,100,0.48,0.020000000000000018,13->7,0.52
swv_20x15,swv,20x15,7,14,50,50,100,0.5,0.0,7->14,0.5
swv_20x15,swv,20x15,8,9,52,48,100,0.52,0.020000000000000018,8->9,0.52
swv_20x15,swv,20x15,8,10,51,49,100,0.51,0.010000000000000009,8->10,0.51
swv_20x15,swv,20x15,8,11,54,46,100,0.54,0.040000000000000036,8->11,0.54
swv_20x15,swv,20x15,8,12,53,47,100,0.53,0.030000000000000027,8->12,0.53
swv_20x15,swv,20x15,8,13,56,44,100,0.56,0.06000000000000005,8->13,0.56
swv_20x15,swv,20x15,8,14,52,48,100,0.52,0.020000000000000018,8->14,0.52
swv_20x15,swv,20x15,9,10,49,51,100,0.49,0.010000000000000009,10->9,0.51
swv_20x15,swv,20x15,9,11,57,43,100,0.57,0.06999999999999995,9->11,0.57
swv_20x15,swv,20x15,9,12,51,49,100,0.51,0.010000000000000009,9->12,0.51
swv_20x15,swv,20x15,9,13,48,52,100,0.48,0.020000000000000018,13->9,0.52
swv_20x15,swv,20x15,9,14,44,56,100,0.44,0.06,14->9,0.56
swv_20x15,swv,20x15,10,11,55,45,100,0.55,0.050000000000000044,10->11,0.55
swv_20x15,swv,20x15,10,12,51,49,100,0.51,0.010000000000000009,10->12,0.51
swv_20x15,swv,20x15,10,13,54,46,100,0.54,0.040000000000000036,10->13,0.54
swv_20x15,swv,20x15,10,14,44,56,100,0.44,0.06,14->10,0.56
swv_20x15,swv,20x15,11,12,43,57,100,0.43,0.07,12->11,0.5700000000000001
swv_20x15,swv,20x15,11,13,45,55,100,0.45,0.04999999999999999,13->11,0.55
swv_20x15,swv,20x15,11,14,43,57,100,0.43,0.07,14->11,0.5700000000000001
swv_20x15,swv,20x15,12,13,48,52,100,0.48,0.020000000000000018,13->12,0.52
swv_20x15,swv,20x15,12,14,52,48,100,0.52,0.020000000000000018,12->14,0.52
swv_20x15,swv,20x15,13,14,44,56,100,0.44,0.06,14->13,0.56
swv_50x10,swv,50x10,0,1,265,235,500,0.53,0.030000000000000027,0->1,0.53
swv_50x10,swv,50x10,0,2,262,238,500,0.524,0.02400000000000002,0->2,0.524
swv_50x10,swv,50x10,0,3,265,235,500,0.53,0.030000000000000027,0->3,0.53
swv_50x10,swv,50x10,0,4,269,231,500,0.538,0.038000000000000034,0->4,0.538
swv_50x10,swv,50x10,0,5,372,128,500,0.744,0.244,0->5,0.744
swv_50x10,swv,50x10,0,6,364,136,500,0.728,0.22799999999999998,0->6,0.728
swv_50x10,swv,50x10,0,7,369,131,500,0.738,0.238,0->7,0.738
swv_50x10,swv,50x10,0,8,381,119,500,0.762,0.262,0->8,0.762
swv_50x10,swv,50x10,0,9,377,123,500,0.754,0.254,0->9,0.754
swv_50x10,swv,50x10,1,2,241,259,500,0.482,0.018000000000000016,2->1,0.518
swv_50x10,swv,50x10,1,3,247,253,500,0.494,0.006000000000000005,3->1,0.506
swv_50x10,swv,50x10,1,4,252,248,500,0.504,0.0040000000000000036,1->4,0.504
swv_50x10,swv,50x10,1,5,378,122,500,0.756,0.256,1->5,0.756
swv_50x10,swv,50x10,1,6,374,126,500,0.748,0.248,1->6,0.748
swv_50x10,swv,50x10,1,7,381,119,500,0.762,0.262,1->7,0.762
swv_50x10,swv,50x10,1,8,382,118,500,0.764,0.264,1->8,0.764
swv_50x10,swv,50x10,1,9,383,117,500,0.766,0.266,1->9,0.766
swv_50x10,swv,50x10,2,3,245,255,500,0.49,0.010000000000000009,3->2,0.51
swv_50x10,swv,50x10,2,4,249,251,500,0.498,0.0020000000000000018,4->2,0.502
swv_50x10,swv,50x10,2,5,382,118,500,0.764,0.264,2->5,0.764
swv_50x10,swv,50x10,2,6,375,125,500,0.75,0.25,2->6,0.75
swv_50x10,swv,50x10,2,7,370,130,500,0.74,0.24,2->7,0.74
swv_50x10,swv,50x10,2,8,380,120,500,0.76,0.26,2->8,0.76
swv_50x10,swv,50x10,2,9,379,121,500,0.758,0.258,2->9,0.758
swv_50x10,swv,50x10,3,4,240,260,500,0.48,0.020000000000000018,4->3,0.52
swv_50x10,swv,50x10,3,5,373,127,500,0.746,0.246,3->5,0.746
swv_50x10,swv,50x10,3,6,373,127,500,0.746,0.246,3->6,0.746
swv_50x10,swv,50x10,3,7,370,130,500,0.74,0.24,3->7,0.74
swv_50x10,swv,50x10,3,8,385,115,500,0.77,0.27,3->8,0.77
swv_50x10,swv,50x10,3,9,370,130,500,0.74,0.24,3->9,0.74
swv_50x10,swv,50x10,4,5,359,141,500,0.718,0.21799999999999997,4->5,0.718
swv_50x10,swv,50x10,4,6,366,134,500,0.732,0.23199999999999998,4->6,0.732
swv_50x10,swv,50x10,4,7,367,133,500,0.734,0.23399999999999999,4->7,0.734
swv_50x10,swv,50x10,4,8,373,127,500,0.746,0.246,4->8,0.746
swv_50x10,swv,50x10,4,9,365,135,500,0.73,0.22999999999999998,4->9,0.73
swv_50x10,swv,50x10,5,6,266,234,500,0.532,0.03200000000000003,5->6,0.532
swv_50x10,swv,50x10,5,7,249,251,500,0.498,0.0020000000000000018,7->5,0.502
swv_50x10,swv,50x10,5,8,256,244,500,0.512,0.01200000000000001,5->8,0.512
swv_50x10,swv,50x10,5,9,241,259,500,0.482,0.018000000000000016,9->5,0.518
swv_50x10,swv,50x10,6,7,232,268,500,0.464,0.035999999999999976,7->6,0.536
swv_50x10,swv,50x10,6,8,260,240,500,0.52,0.020000000000000018,6->8,0.52
swv_50x10,swv,50x10,6,9,247,253,500,0.494,0.006000000000000005,9->6,0.506
swv_50x10,swv,50x10,7,8,263,237,500,0.526,0.026000000000000023,7->8,0.526
swv_50x10,swv,50x10,7,9,260,240,500,0.52,0.020000000000000018,7->9,0.52
swv_50x10,swv,50x10,8,9,246,254,500,0.492,0.008000000000000007,9->8,0.508
ta_100x20,ta,100x20,0,1,488,512,1000,0.488,0.01200000000000001,1->0,0.512
ta_100x20,ta,100x20,0,2,496,504,1000,0.496,0.0040000000000000036,2->0,0.504
ta_100x20,ta,100x20,0,3,486,514,1000,0.486,0.014000000000000012,3->0,0.514
ta_100x20,ta,100x20,0,4,501,499,1000,0.501,0.0010000000000000009,0->4,0.501
ta_100x20,ta,100x20,0,5,483,517,1000,0.483,0.017000000000000015,5->0,0.517
ta_100x20,ta,100x20,0,6,507,493,1000,0.507,0.007000000000000006,0->6,0.507
ta_100x20,ta,100x20,0,7,474,526,1000,0.474,0.026000000000000023,7->0,0.526
ta_100x20,ta,100x20,0,8,489,511,1000,0.489,0.01100000000000001,8->0,0.511
ta_100x20,ta,100x20,0,9,477,523,1000,0.477,0.02300000000000002,9->0,0.523
ta_100x20,ta,100x20,0,10,473,527,1000,0.473,0.027000000000000024,10->0,0.527
ta_100x20,ta,100x20,0,11,498,502,1000,0.498,0.0020000000000000018,11->0,0.502
ta_100x20,ta,100x20,0,12,491,509,1000,0.491,0.009000000000000008,12->0,0.509
ta_100x20,ta,100x20,0,13,464,536,1000,0.464,0.035999999999999976,13->0,0.536
ta_100x20,ta,100x20,0,14,478,522,1000,0.478,0.02200000000000002,14->0,0.522
ta_100x20,ta,100x20,0,15,492,508,1000,0.492,0.008000000000000007,15->0,0.508
ta_100x20,ta,100x20,0,16,493,507,1000,0.493,0.007000000000000006,16->0,0.507
ta_100x20,ta,100x20,0,17,495,505,1000,0.495,0.0050000000000000044,17->0,0.505
ta_100x20,ta,100x20,0,18,487,513,1000,0.487,0.013000000000000012,18->0,0.513
ta_100x20,ta,100x20,0,19,481,519,1000,0.481,0.019000000000000017,19->0,0.519
ta_100x20,ta,100x20,1,2,492,508,1000,0.492,0.008000000000000007,2->1,0.508
ta_100x20,ta,100x20,1,3,491,509,1000,0.491,0.009000000000000008,3->1,0.509
ta_100x20,ta,100x20,1,4,474,526,1000,0.474,0.026000000000000023,4->1,0.526
ta_100x20,ta,100x20,1,5,484,516,1000,0.484,0.016000000000000014,5->1,0.516
ta_100x20,ta,100x20,1,6,504,496,1000,0.504,0.0040000000000000036,1->6,0.504
ta_100x20,ta,100x20,1,7,474,526,1000,0.474,0.026000000000000023,7->1,0.526
ta_100x20,ta,100x20,1,8,474,526,1000,0.474,0.026000000000000023,8->1,0.526
ta_100x20,ta,100x20,1,9,460,540,1000,0.46,0.03999999999999998,9->1,0.54
ta_100x20,ta,100x20,1,10,469,531,1000,0.469,0.031000000000000028,10->1,0.531
ta_100x20,ta,100x20,1,11,488,512,1000,0.488,0.01200000000000001,11->1,0.512
ta_100x20,ta,100x20,1,12,471,529,1000,0.471,0.029000000000000026,12->1,0.529
ta_100x20,ta,100x20,1,13,486,514,1000,0.486,0.014000000000000012,13->1,0.514
ta_100x20,ta,100x20,1,14,481,519,1000,0.481,0.019000000000000017,14->1,0.519
ta_100x20,ta,100x20,1,15,473,527,1000,0.473,0.027000000000000024,15->1,0.527
ta_100x20,ta,100x20,1,16,493,507,1000,0.493,0.007000000000000006,16->1,0.507
ta_100x20,ta,100x20,1,17,499,501,1000,0.499,0.0010000000000000009,17->1,0.501
ta_100x20,ta,100x20,1,18,487,513,1000,0.487,0.013000000000000012,18->1,0.513
ta_100x20,ta,100x20,1,19,472,528,1000,0.472,0.028000000000000025,19->1,0.528
ta_100x20,ta,100x20,2,3,493,507,1000,0.493,0.007000000000000006,3->2,0.507
ta_100x20,ta,100x20,2,4,492,508,1000,0.492,0.008000000000000007,4->2,0.508
ta_100x20,ta,100x20,2,5,495,505,1000,0.495,0.0050000000000000044,5->2,0.505
ta_100x20,ta,100x20,2,6,516,484,1000,0.516,0.016000000000000014,2->6,0.516
ta_100x20,ta,100x20,2,7,468,532,1000,0.468,0.03199999999999997,7->2,0.532
ta_100x20,ta,100x20,2,8,477,523,1000,0.477,0.02300000000000002,8->2,0.523
ta_100x20,ta,100x20,2,9,463,537,1000,0.463,0.03699999999999998,9->2,0.5369999999999999
ta_100x20,ta,100x20,2,10,466,534,1000,0.466,0.033999999999999975,10->2,0.534
ta_100x20,ta,100x20,2,11,506,494,1000,0.506,0.006000000000000005,2->11,0.506
ta_100x20,ta,100x20,2,12,496,504,1000,0.496,0.0040000000000000036,12->2,0.504
ta_100x20,ta,100x20,2,13,475,525,1000,0.475,0.025000000000000022,13->2,0.525
ta_100x20,ta,100x20,2,14,485,515,1000,0.485,0.015000000000000013,14->2,0.515
ta_100x20,ta,100x20,2,15,518,482,1000,0.518,0.018000000000000016,2->15,0.518
ta_100x20,ta,100x20,2,16,499,501,1000,0.499,0.0010000000000000009,16->2,0.501
ta_100x20,ta,100x20,2,17,498,502,1000,0.498,0.0020000000000000018,17->2,0.502
ta_100x20,ta,100x20,2,18,501,499,1000,0.501,0.0010000000000000009,2->18,0.501
ta_100x20,ta,100x20,2,19,491,509,1000,0.491,0.009000000000000008,19->2,0.509
ta_100x20,ta,100x20,3,4,498,502,1000,0.498,0.0020000000000000018,4->3,0.502
ta_100x20,ta,100x20,3,5,494,506,1000,0.494,0.006000000000000005,5->3,0.506
ta_100x20,ta,100x20,3,6,517,483,1000,0.517,0.017000000000000015,3->6,0.517
ta_100x20,ta,100x20,3,7,486,514,1000,0.486,0.014000000000000012,7->3,0.514
ta_100x20,ta,100x20,3,8,484,516,1000,0.484,0.016000000000000014,8->3,0.516
ta_100x20,ta,100x20,3,9,501,499,1000,0.501,0.0010000000000000009,3->9,0.501
ta_100x20,ta,100x20,3,10,505,495,1000,0.505,0.0050000000000000044,3->10,0.505
ta_100x20,ta,100x20,3,11,514,486,1000,0.514,0.014000000000000012,3->11,0.514
ta_100x20,ta,100x20,3,12,501,499,1000,0.501,0.0010000000000000009,3->12,0.501
ta_100x20,ta,100x20,3,13,508,492,1000,0.508,0.008000000000000007,3->13,0.508
ta_100x20,ta,100x20,3,14,492,508,1000,0.492,0.008000000000000007,14->3,0.508
ta_100x20,ta,100x20,3,15,522,478,1000,0.522,0.02200000000000002,3->15,0.522
ta_100x20,ta,100x20,3,16,526,474,1000,0.526,0.026000000000000023,3->16,0.526
ta_100x20,ta,100x20,3,17,517,483,1000,0.517,0.017000000000000015,3->17,0.517
ta_100x20,ta,100x20,3,18,495,505,1000,0.495,0.0050000000000000044,18->3,0.505
ta_100x20,ta,100x20,3,19,508,492,1000,0.508,0.008000000000000007,3->19,0.508
ta_100x20,ta,100x20,4,5,503,497,1000,0.503,0.0030000000000000027,4->5,0.503
ta_100x20,ta,100x20,4,6,518,482,1000,0.518,0.018000000000000016,4->6,0.518
ta_100x20,ta,100x20,4,7,480,520,1000,0.48,0.020000000000000018,7->4,0.52
ta_100x20,ta,100x20,4,8,500,500,1000,0.5,0.0,4->8,0.5
ta_100x20,ta,100x20,4,9,480,520,1000,0.48,0.020000000000000018,9->4,0.52
ta_100x20,ta,100x20,4,10,491,509,1000,0.491,0.009000000000000008,10->4,0.509
ta_100x20,ta,100x20,4,11,505,495,1000,0.505,0.0050000000000000044,4->11,0.505
ta_100x20,ta,100x20,4,12,515,485,1000,0.515,0.015000000000000013,4->12,0.515
ta_100x20,ta,100x20,4,13,496,504,1000,0.496,0.0040000000000000036,13->4,0.504
ta_100x20,ta,100x20,4,14,486,514,1000,0.486,0.014000000000000012,14->4,0.514
ta_100x20,ta,100x20,4,15,522,478,1000,0.522,0.02200000000000002,4->15,0.522
ta_100x20,ta,100x20,4,16,514,486,1000,0.514,0.014000000000000012,4->16,0.514
ta_100x20,ta,100x20,4,17,507,493,1000,0.507,0.007000000000000006,4->17,0.507
ta_100x20,ta,100x20,4,18,509,491,1000,0.509,0.009000000000000008,4->18,0.509
ta_100x20,ta,100x20,4,19,519,481,1000,0.519,0.019000000000000017,4->19,0.519
ta_100x20,ta,100x20,5,6,506,494,1000,0.506,0.006000000000000005,5->6,0.506
ta_100x20,ta,100x20,5,7,490,510,1000,0.49,0.010000000000000009,7->5,0.51
ta_100x20,ta,100x20,5,8,485,515,1000,0.485,0.015000000000000013,8->5,0.515
ta_100x20,ta,100x20,5,9,487,513,1000,0.487,0.013000000000000012,9->5,0.513
ta_100x20,ta,100x20,5,10,486,514,1000,0.486,0.014000000000000012,10->5,0.514
ta_100x20,ta,100x20,5,11,522,478,1000,0.522,0.02200000000000002,5->11,0.522
ta_100x20,ta,100x20,5,12,494,506,1000,0.494,0.006000000000000005,12->5,0.506
ta_100x20,ta,100x20,5,13,478,522,1000,0.478,0.02200000000000002,13->5,0.522
ta_100x20,ta,100x20,5,14,486,514,1000,0.486,0.014000000000000012,14->5,0.514
ta_100x20,ta,100x20,5,15,512,488,1000,0.512,0.01200000000000001,5->15,0.512
ta_100x20,ta,100x20,5,16,497,503,1000,0.497,0.0030000000000000027,16->5,0.503
ta_100x20,ta,100x20,5,17,485,515,1000,0.485,0.015000000000000013,17->5,0.515
ta_100x20,ta,100x20,5,18,493,507,1000,0.493,0.007000000000000006,18->5,0.507
ta_100x20,ta,100x20,5,19,487,513,1000,0.487,0.013000000000000012,19->5,0.513
ta_100x20,ta,100x20,6,7,468,532,1000,0.468,0.03199999999999997,7->6,0.532
ta_100x20,ta,100x20,6,8,475,525,1000,0.475,0.025000000000000022,8->6,0.525
ta_100x20,ta,100x20,6,9,471,529,1000,0.471,0.029000000000000026,9->6,0.529
ta_100x20,ta,100x20,6,10,477,523,1000,0.477,0.02300000000000002,10->6,0.523
ta_100x20,ta,100x20,6,11,499,501,1000,0.499,0.0010000000000000009,11->6,0.501
ta_100x20,ta,100x20,6,12,473,527,1000,0.473,0.027000000000000024,12->6,0.527
ta_100x20,ta,100x20,6,13,471,529,1000,0.471,0.029000000000000026,13->6,0.529
ta_100x20,ta,100x20,6,14,464,536,1000,0.464,0.035999999999999976,14->6,0.536
ta_100x20,ta,100x20,6,15,502,498,1000,0.502,0.0020000000000000018,6->15,0.502
ta_100x20,ta,100x20,6,16,491,509,1000,0.491,0.009000000000000008,16->6,0.509
ta_100x20,ta,100x20,6,17,476,524,1000,0.476,0.02400000000000002,17->6,0.524
ta_100x20,ta,100x20,6,18,501,499,1000,0.501,0.0010000000000000009,6->18,0.501
ta_100x20,ta,100x20,6,19,486,514,1000,0.486,0.014000000000000012,19->6,0.514
ta_100x20,ta,100x20,7,8,510,490,1000,0.51,0.010000000000000009,7->8,0.51
ta_100x20,ta,100x20,7,9,514,486,1000,0.514,0.014000000000000012,7->9,0.514
ta_100x20,ta,100x20,7,10,491,509,1000,0.491,0.009000000000000008,10->7,0.509
ta_100x20,ta,100x20,7,11,523,477,1000,0.523,0.02300000000000002,7->11,0.523
ta_100x20,ta,100x20,7,12,519,481,1000,0.519,0.019000000000000017,7->12,0.519
ta_100x20,ta,100x20,7,13,513,487,1000,0.513,0.013000000000000012,7->13,0.513
ta_100x20,ta,100x20,7,14,530,470,1000,0.53,0.030000000000000027,7->14,0.53
ta_100x20,ta,100x20,7,15,541,459,1000,0.541,0.041000000000000036,7->15,0.541
ta_100x20,ta,100x20,7,16,532,468,1000,0.532,0.03200000000000003,7->16,0.532
ta_100x20,ta,100x20,7,17,530,470,1000,0.53,0.030000000000000027,7->17,0.53
ta_100x20,ta,100x20,7,18,510,490,1000,0.51,0.010000000000000009,7->18,0.51
ta_100x20,ta,100x20,7,19,533,467,1000,0.533,0.03300000000000003,7->19,0.533
ta_100x20,ta,100x20,8,9,497,503,1000,0.497,0.0030000000000000027,9->8,0.503
ta_100x20,ta,100x20,8,10,509,491,1000,0.509,0.009000000000000008,8->10,0.509
ta_100x20,ta,100x20,8,11,511,489,1000,0.511,0.01100000000000001,8->11,0.511
ta_100x20,ta,100x20,8,12,522,478,1000,0.522,0.02200000000000002,8->12,0.522
ta_100x20,ta,100x20,8,13,505,495,1000,0.505,0.0050000000000000044,8->13,0.505
ta_100x20,ta,100x20,8,14,510,490,1000,0.51,0.010000000000000009,8->14,0.51
ta_100x20,ta,100x20,8,15,510,490,1000,0.51,0.010000000000000009,8->15,0.51
ta_100x20,ta,100x20,8,16,521,479,1000,0.521,0.02100000000000002,8->16,0.521
ta_100x20,ta,100x20,8,17,514,486,1000,0.514,0.014000000000000012,8->17,0.514
ta_100x20,ta,100x20,8,18,510,490,1000,0.51,0.010000000000000009,8->18,0.51
