file,benchmark_family,size_family,jobs,machines,position,machine,count,relative_frequency
ta47,ta,30x20,30,20,14,5,3,0.1
ta47,ta,30x20,30,20,14,6,1,0.03333333333333333
ta47,ta,30x20,30,20,14,7,0,0.0
ta47,ta,30x20,30,20,14,8,0,0.0
ta47,ta,30x20,30,20,14,9,2,0.06666666666666667
ta47,ta,30x20,30,20,14,10,2,0.06666666666666667
ta47,ta,30x20,30,20,14,11,1,0.03333333333333333
ta47,ta,30x20,30,20,14,12,1,0.03333333333333333
ta47,ta,30x20,30,20,14,13,2,0.06666666666666667
ta47,ta,30x20,30,20,14,14,2,0.06666666666666667
ta47,ta,30x20,30,20,14,15,3,0.1
ta47,ta,30x20,30,20,14,16,2,0.06666666666666667
ta47,ta,30x20,30,20,14,17,3,0.1
ta47,ta,30x20,30,20,14,18,1,0.03333333333333333
ta47,ta,30x20,30,20,14,19,0,0.0
ta47,ta,30x20,30,20,15,0,2,0.06666666666666667
ta47,ta,30x20,30,20,15,1,1,0.03333333333333333
ta47,ta,30x20,30,20,15,2,2,0.06666666666666667
ta47,ta,30x20,30,20,15,3,5,0.16666666666666666
ta47,ta,30x20,30,20,15,4,0,0.0
ta47,ta,30x20,30,20,15,5,0,0.0
ta47,ta,30x20,30,20,15,6,0,0.0
ta47,ta,30x20,30,20,15,7,1,0.03333333333333333
ta47,ta,30x20,30,20,15,8,1,0.03333333333333333
ta47,ta,30x20,30,20,15,9,1,0.03333333333333333
ta47,ta,30x20,30,20,15,10,2,0.06666666666666667
ta47,ta,30x20,30,20,15,11,1,0.03333333333333333
ta47,ta,30x20,30,20,15,12,1,0.03333333333333333
ta47,ta,30x20,30,20,15,13,3,0.1
ta47,ta,30x20,30,20,15,14,1,0.03333333333333333
ta47,ta,30x20,30,20,15,15,1,0.03333333333333333
ta47,ta,30x20,30,20,15,16,2,0.06666666666666667
ta47,ta,30x20,30,20,15,17,1,0.03333333333333333
ta47,ta,30x20,30,20,15,18,3,0.1
ta47,ta,30x20,30,20,15,19,2,0.06666666666666667
ta47,ta,30x20,30,20,16,0,1,0.03333333333333333
ta47,ta,30x20,30,20,16,1,0,0.0
ta47,ta,30x20,30,20,16,2,1,0.03333333333333333
ta47,ta,30x20,30,20,16,3,2,0.06666666666666667
ta47,ta,30x20,30,20,16,4,1,0.03333333333333333
ta47,ta,30x20,30,20,16,5,0,0.0
ta47,ta,30x20,30,20,16,6,1,0.03333333333333333
ta47,ta,30x20,30,20,16,7,1,0.03333333333333333
ta47,ta,30x20,30,20,16,8,1,0.03333333333333333
ta47,ta,30x20,30,20,16,9,2,0.06666666666666667
ta47,ta,30x20,30,20,16,10,0,0.0
ta47,ta,30x20,30,20,16,11,2,0.06666666666666667
ta47,ta,30x20,30,20,16,12,4,0.13333333333333333
ta47,ta,30x20,30,20,16,13,4,0.13333333333333333
ta47,ta,30x20,30,20,16,14,2,0.06666666666666667
ta47,ta,30x20,30,20,16,15,2,0.06666666666666667
ta47,ta,30x20,30,20,16,16,3,0.1
ta47,ta,30x20,30,20,16,17,1,0.03333333333333333
ta47,ta,30x20,30,20,16,18,2,0.06666666666666667
ta47,ta,30x20,30,20,16,19,0,0.0
ta47,ta,30x20,30,20,17,0,1,0.03333333333333333
ta47,ta,30x20,30,20,17,1,1,0.03333333333333333
ta47,ta,30x20,30,20,17,2,2,0.06666666666666667
ta47,ta,30x20,30,20,17,3,0,0.0
ta47,ta,30x20,30,20,17,4,3,0.1
ta47,ta,30x20,30,20,17,5,1,0.03333333333333333
ta47,ta,30x20,30,20,17,6,2,0.06666666666666667
ta47,ta,30x20,30,20,17,7,3,0.1
ta47,ta,30x20,30,20,17,8,2,0.06666666666666667
ta47,ta,30x20,30,20,17,9,2,0.06666666666666667
ta47,ta,30x20,30,20,17,10,0,0.0
ta47,ta,30x20,30,20,17,11,3,0.1
ta47,ta,30x20,30,20,17,12,1,0.03333333333333333
ta47,ta,30x20,30,20,17,13,2,0.06666666666666667
ta47,ta,30x20,30,20,17,14,2,0.06666666666666667
ta47,ta,30x20,30,20,17,15,1,0.03333333333333333
ta47,ta,30x20,30,20,17,16,3,0.1
ta47,ta,30x20,30,20,17,17,0,0.0
ta47,ta,30x20,30,20,17,18,1,0.03333333333333333
ta47,ta,30x20,30,20,17,19,0,0.0
ta47,ta,30x20,30,20,18,0,5,0.16666666666666666
ta47,ta,30x20,30,20,18,1,1,0.03333333333333333
ta47,ta,30x20,30,20,18,2,1,0.03333333333333333
ta47,ta,30x20,30,20,18,3,0,0.0
ta47,ta,30x20,30,20,18,4,0,0.0
ta47,ta,30x20,30,20,18,5,2,0.06666666666666667
ta47,ta,30x20,30,20,18,6,1,0.03333333333333333
ta47,ta,30x20,30,20,18,7,1,0.03333333333333333
ta47,ta,30x20,30,20,18,8,4,0.13333333333333333
ta47,ta,30x20,30,20,18,9,2,0.06666666666666667
ta47,ta,30x20,30,20,18,10,2,0.06666666666666667
ta47,ta,30x20,30,20,18,11,1,0.03333333333333333
ta47,ta,30x20,30,20,18,12,0,0.0
ta47,ta,30x20,30,20,18,13,0,0.0
ta47,ta,30x20,30,20,18,14,2,0.06666666666666667
ta47,ta,30x20,30,20,18,15,1,0.03333333333333333
ta47,ta,30x20,30,20,18,16,1,0.03333333333333333
ta47,ta,30x20,30,20,18,17,0,0.0
ta47,ta,30x20,30,20,18,18,3,0.1
ta47,ta,30x20,30,20,18,19,3,0.1
ta47,ta,30x20,30,20,19,0,1,0.03333333333333333
ta47,ta,30x20,30,20,19,1,4,0.13333333333333333
ta47,ta,30x20,30,20,19,2,2,0.06666666666666667
ta47,ta,30x20,30,20,19,3,3,0.1
ta47,ta,30x20,30,20,19,4,0,0.0
ta47,ta,30x20,30,20,19,5,2,0.06666666666666667
ta47,ta,30x20,30,20,19,6,1,0.03333333333333333
ta47,ta,30x20,30,20,19,7,1,0.03333333333333333
ta47,ta,30x20,30,20,19,8,1,0.03333333333333333
ta47,ta,30x20,30,20,19,9,2,0.06666666666666667
ta47,ta,30x20,30,20,19,10,0,0.0
ta47,ta,30x20,30,20,19,11,1,0.03333333333333333
ta47,ta,30x20,30,20,19,12,1,0.03333333333333333
ta47,ta,30x20,30,20,19,13,0,0.0
ta47,ta,30x20,30,20,19,14,3,0.1
ta47,ta,30x20,30,20,19,15,2,0.06666666666666667
ta47,ta,30x20,30,20,19,16,3,0.1
ta47,ta,30x20,30,20,19,17,0,0.0
ta47,ta,30x20,30,20,19,18,1,0.03333333333333333
ta47,ta,30x20,30,20,19,19,2,0.06666666666666667
ta48,ta,30x20,30,20,0,0,1,0.03333333333333333
ta48,ta,30x20,30,20,0,1,0,0.0
ta48,ta,30x20,30,20,0,2,3,0.1
ta48,ta,30x20,30,20,0,3,2,0.06666666666666667
ta48,ta,30x20,30,20,0,4,0,0.0
ta48,ta,30x20,30,20,0,5,3,0.1
ta48,ta,30x20,30,20,0,6,3,0.1
ta48,ta,30x20,30,20,0,7,2,0.06666666666666667
ta48,ta,30x20,30,20,0,8,2,0.06666666666666667
ta48,ta,30x20,30,20,0,9,2,0.06666666666666667
ta48,ta,30x20,30,20,0,10,2,0.06666666666666667
ta48,ta,30x20,30,20,0,11,0,0.0
ta48,ta,30x20,30,20,0,12,0,0.0
ta48,ta,30x20,30,20,0,13,1,0.03333333333333333
ta48,ta,30x20,30,20,0,14,1,0.03333333333333333
ta48,ta,30x20,30,20,0,15,0,0.0
ta48,ta,30x20,30,20,0,16,3,0.1
ta48,ta,30x20,30,20,0,17,1,0.03333333333333333
ta48,ta,30x20,30,20,0,18,4,0.13333333333333333
ta48,ta,30x20,30,20,0,19,0,0.0
ta48,ta,30x20,30,20,1,0,3,0.1
ta48,ta,30x20,30,20,1,1,1,0.03333333333333333
ta48,ta,30x20,30,20,1,2,0,0.0
ta48,ta,30x20,30,20,1,3,1,0.03333333333333333
ta48,ta,30x20,30,20,1,4,3,0.1
ta48,ta,30x20,30,20,1,5,2,0.06666666666666667
ta48,ta,30x20,30,20,1,6,3,0.1
ta48,ta,30x20,30,20,1,7,2,0.06666666666666667
ta48,ta,30x20,30,20,1,8,2,0.06666666666666667
ta48,ta,30x20,30,20,1,9,1,0.03333333333333333
ta48,ta,30x20,30,20,1,10,2,0.06666666666666667
ta48,ta,30x20,30,20,1,11,1,0.03333333333333333
ta48,ta,30x20,30,20,1,12,0,0.0
ta48,ta,30x20,30,20,1,13,2,0.06666666666666667
ta48,ta,30x20,30,20,1,14,1,0.03333333333333333
ta48,ta,30x20,30,20,1,15,2,0.06666666666666667
ta48,ta,30x20,30,20,1,16,3,0.1
ta48,ta,30x20,30,20,1,17,1,0.03333333333333333
ta48,ta,30x20,30,20,1,18,0,0.0
ta48,ta,30x20,30,20,1,19,0,0.0
ta48,ta,30x20,30,20,2,0,0,0.0
ta48,ta,30x20,30,20,2,1,2,0.06666666666666667
ta48,ta,30x20,30,20,2,2,1,0.03333333333333333
ta48,ta,30x20,30,20,2,3,1,0.03333333333333333
ta48,ta,30x20,30,20,2,4,2,0.06666666666666667
ta48,ta,30x20,30,20,2,5,3,0.1
ta48,ta,30x20,30,20,2,6,2,0.06666666666666667
ta48,ta,30x20,30,20,2,7,1,0.03333333333333333
ta48,ta,30x20,30,20,2,8,1,0.03333333333333333
ta48,ta,30x20,30,20,2,9,1,0.03333333333333333
ta48,ta,30x20,30,20,2,10,1,0.03333333333333333
ta48,ta,30x20,30,20,2,11,3,0.1
ta48,ta,30x20,30,20,2,12,2,0.06666666666666667
ta48,ta,30x20,30,20,2,13,1,0.03333333333333333
ta48,ta,30x20,30,20,2,14,3,0.1
ta48,ta,30x20,30,20,2,15,4,0.13333333333333333
ta48,ta,30x20,30,20,2,16,1,0.03333333333333333
ta48,ta,30x20,30,20,2,17,0,0.0
ta48,ta,30x20,30,20,2,18,0,0.0
ta48,ta,30x20,30,20,2,19,1,0.03333333333333333
ta48,ta,30x20,30,20,3,0,1,0.03333333333333333
ta48,ta,30x20,30,20,3,1,2,0.06666666666666667
ta48,ta,30x20,30,20,3,2,3,0.1
ta48,ta,30x20,30,20,3,3,1,0.03333333333333333
ta48,ta,30x20,30,20,3,4,3,0.1
ta48,ta,30x20,30,20,3,5,2,0.06666666666666667
ta48,ta,30x20,30,20,3,6,0,0.0
ta48,ta,30x20,30,20,3,7,0,0.0
ta48,ta,30x20,30,20,3,8,5,0.16666666666666666
ta48,ta,30x20,30,20,3,9,4,0.13333333333333333
ta48,ta,30x20,30,20,3,10,1,0.03333333333333333
ta48,ta,30x20,30,20,3,11,0,0.0
ta48,ta,30x20,30,20,3,12,1,0.03333333333333333
ta48,ta,30x20,30,20,3,13,1,0.03333333333333333
ta48,ta,30x20,30,20,3,14,3,0.1
ta48,ta,30x20,30,20,3,15,1,0.03333333333333333
ta48,ta,30x20,30,20,3,16,1,0.03333333333333333
ta48,ta,30x20,30,20,3,17,1,0.03333333333333333
ta48,ta,30x20,30,20,3,18,0,0.0
ta48,ta,30x20,30,20,3,19,0,0.0
ta48,ta,30x20,30,20,4,0,1,0.03333333333333333
ta48,ta,30x20,30,20,4,1,1,0.03333333333333333
ta48,ta,30x20,30,20,4,2,2,0.06666666666666667
ta48,ta,30x20,30,20,4,3,0,0.0
ta48,ta,30x20,30,20,4,4,2,0.06666666666666667
ta48,ta,30x20,30,20,4,5,2,0.06666666666666667
ta48,ta,30x20,30,20,4,6,0,0.0
ta48,ta,30x20,30,20,4,7,2,0.06666666666666667
ta48,ta,30x20,30,20,4,8,3,0.1
ta48,ta,30x20,30,20,4,9,0,0.0
ta48,ta,30x20,30,20,4,10,1,0.03333333333333333
ta48,ta,30x20,30,20,4,11,3,0.1
ta48,ta,30x20,30,20,4,12,1,0.03333333333333333
ta48,ta,30x20,30,20,4,13,4,0.13333333333333333
ta48,ta,30x20,30,20,4,14,0,0.0
ta48,ta,30x20,30,20,4,15,3,0.1
ta48,ta,30x20,30,20,4,16,0,0.0
ta48,ta,30x20,30,20,4,17,2,0.06666666666666667
ta48,ta,30x20,30,20,4,18,3,0.1
ta48,ta,30x20,30,20,4,19,0,0.0
ta48,ta,30x20,30,20,5,0,1,0.03333333333333333
ta48,ta,30x20,30,20,5,1,2,0.06666666666666667
ta48,ta,30x20,30,20,5,2,2,0.06666666666666667
ta48,ta,30x20,30,20,5,3,2,0.06666666666666667
ta48,ta,30x20,30,20,5,4,0,0.0
ta48,ta,30x20,30,20,5,5,1,0.03333333333333333
ta48,ta,30x20,30,20,5,6,5,0.16666666666666666
ta48,ta,30x20,30,20,5,7,1,0.03333333333333333
ta48,ta,30x20,30,20,5,8,2,0.06666666666666667
ta48,ta,30x20,30,20,5,9,0,0.0
ta48,ta,30x20,30,20,5,10,2,0.06666666666666667
ta48,ta,30x20,30,20,5,11,1,0.03333333333333333
ta48,ta,30x20,30,20,5,12,2,0.06666666666666667
ta48,ta,30x20,30,20,5,13,1,0.03333333333333333
ta48,ta,30x20,30,20,5,14,2,0.06666666666666667
ta48,ta,30x20,30,20,5,15,0,0.0
ta48,ta,30x20,30,20,5,16,0,0.0
ta48,ta,30x20,30,20,5,17,0,0.0
ta48,ta,30x20,30,20,5,18,2,0.06666666666666667
ta48,ta,30x20,30,20,5,19,4,0.13333333333333333
ta48,ta,30x20,30,20,6,0,0,0.0
ta48,ta,30x20,30,20,6,1,3,0.1
ta48,ta,30x20,30,20,6,2,2,0.06666666666666667
ta48,ta,30x20,30,20,6,3,2,0.06666666666666667
ta48,ta,30x20,30,20,6,4,2,0.06666666666666667
ta48,ta,30x20,30,20,6,5,4,0.13333333333333333
ta48,ta,30x20,30,20,6,6,1,0.03333333333333333
ta48,ta,30x20,30,20,6,7,1,0.03333333333333333
ta48,ta,30x20,30,20,6,8,2,0.06666666666666667
ta48,ta,30x20,30,20,6,9,0,0.0
ta48,ta,30x20,30,20,6,10,2,0.06666666666666667
ta48,ta,30x20,30,20,6,11,2,0.06666666666666667
ta48,ta,30x20,30,20,6,12,0,0.0
ta48,ta,30x20,30,20,6,13,0,0.0
ta48,ta,30x20,30,20,6,14,0,0.0
ta48,ta,30x20,30,20,6,15,1,0.03333333333333333
ta48,ta,30x20,30,20,6,16,2,0.06666666666666667
ta48,ta,30x20,30,20,6,17,3,0.1
ta48,ta,30x20,30,20,6,18,2,0.06666666666666667
ta48,ta,30x20,30,20,6,19,1,0.03333333333333333
ta48,ta,30x20,30,20,7,0,1,0.03333333333333333
ta48,ta,30x20,30,20,7,1,3,0.1
ta48,ta,30x20,30,20,7,2,1,0.03333333333333333
ta48,ta,30x20,30,20,7,3,2,0.06666666666666667
ta48,ta,30x20,30,20,7,4,1,0.03333333333333333
ta48,ta,30x20,30,20,7,5,0,0.0
ta48,ta,30x20,30,20,7,6,2,0.06666666666666667
ta48,ta,30x20,30,20,7,7,1,0.03333333333333333
ta48,ta,30x20,30,20,7,8,3,0.1
ta48,ta,30x20,30,20,7,9,0,0.0
ta48,ta,30x20,30,20,7,10,4,0.13333333333333333
ta48,ta,30x20,30,20,7,11,1,0.03333333333333333
ta48,ta,30x20,30,20,7,12,1,0.03333333333333333
ta48,ta,30x20,30,20,7,13,0,0.0
ta48,ta,30x20,30,20,7,14,2,0.06666666666666667
ta48,ta,30x20,30,20,7,15,0,0.0
ta48,ta,30x20,30,20,7,16,1,0.03333333333333333
ta48,ta,30x20,30,20,7,17,3,0.1
ta48,ta,30x20,30,20,7,18,0,0.0
ta48,ta,30x20,30,20,7,19,4,0.13333333333333333
ta48,ta,30x20,30,20,8,0,3,0.1
ta48,ta,30x20,30,20,8,1,0,0.0
ta48,ta,30x20,30,20,8,2,1,0.03333333333333333
ta48,ta,30x20,30,20,8,3,4,0.13333333333333333
ta48,ta,30x20,30,20,8,4,0,0.0
ta48,ta,30x20,30,20,8,5,0,0.0
ta48,ta,30x20,30,20,8,6,0,0.0
ta48,ta,30x20,30,20,8,7,2,0.06666666666666667
ta48,ta,30x20,30,20,8,8,1,0.03333333333333333
ta48,ta,30x20,30,20,8,9,2,0.06666666666666667
ta48,ta,30x20,30,20,8,10,1,0.03333333333333333
ta48,ta,30x20,30,20,8,11,2,0.06666666666666667
ta48,ta,30x20,30,20,8,12,2,0.06666666666666667
ta48,ta,30x20,30,20,8,13,1,0.03333333333333333
ta48,ta,30x20,30,20,8,14,2,0.06666666666666667
ta48,ta,30x20,30,20,8,15,3,0.1
ta48,ta,30x20,30,20,8,16,2,0.06666666666666667
ta48,ta,30x20,30,20,8,17,2,0.06666666666666667
ta48,ta,30x20,30,20,8,18,1,0.03333333333333333
ta48,ta,30x20,30,20,8,19,1,0.03333333333333333
ta48,ta,30x20,30,20,9,0,2,0.06666666666666667
ta48,ta,30x20,30,20,9,1,1,0.03333333333333333
ta48,ta,30x20,30,20,9,2,2,0.06666666666666667
ta48,ta,30x20,30,20,9,3,1,0.03333333333333333
ta48,ta,30x20,30,20,9,4,0,0.0
ta48,ta,30x20,30,20,9,5,2,0.06666666666666667
ta48,ta,30x20,30,20,9,6,2,0.06666666666666667
ta48,ta,30x20,30,20,9,7,1,0.03333333333333333
ta48,ta,30x20,30,20,9,8,1,0.03333333333333333
ta48,ta,30x20,30,20,9,9,1,0.03333333333333333
ta48,ta,30x20,30,20,9,10,1,0.03333333333333333
ta48,ta,30x20,30,20,9,11,0,0.0
ta48,ta,30x20,30,20,9,12,2,0.06666666666666667
ta48,ta,30x20,30,20,9,13,3,0.1
ta48,ta,30x20,30,20,9,14,2,0.06666666666666667
ta48,ta,30x20,30,20,9,15,1,0.03333333333333333
ta48,ta,30x20,30,20,9,16,0,0.0
ta48,ta,30x20,30,20,9,17,4,0.13333333333333333
ta48,ta,30x20,30,20,9,18,2,0.06666666666666667
ta48,ta,30x20,30,20,9,19,2,0.06666666666666667
ta48,ta,30x20,30,20,10,0,1,0.03333333333333333
ta48,ta,30x20,30,20,10,1,0,0.0
ta48,ta,30x20,30,20,10,2,0,0.0
ta48,ta,30x20,30,20,10,3,0,0.0
ta48,ta,30x20,30,20,10,4,3,0.1
ta48,ta,30x20,30,20,10,5,2,0.06666666666666667
ta48,ta,30x20,30,20,10,6,0,0.0
ta48,ta,30x20,30,20,10,7,2,0.06666666666666667
ta48,ta,30x20,30,20,10,8,0,0.0
ta48,ta,30x20,30,20,10,9,4,0.13333333333333333
ta48,ta,30x20,30,20,10,10,2,0.06666666666666667
ta48,ta,30x20,30,20,10,11,0,0.0
ta48,ta,30x20,30,20,10,12,0,0.0
ta48,ta,30x20,30,20,10,13,5,0.16666666666666666
ta48,ta,30x20,30,20,10,14,1,0.03333333333333333
ta48,ta,30x20,30,20,10,15,3,0.1
ta48,ta,30x20,30,20,10,16,1,0.03333333333333333
ta48,ta,30x20,30,20,10,17,2,0.06666666666666667
ta48,ta,30x20,30,20,10,18,1,0.03333333333333333
ta48,ta,30x20,30,20,10,19,3,0.1
ta48,ta,30x20,30,20,11,0,1,0.03333333333333333
ta48,ta,30x20,30,20,11,1,5,0.16666666666666666
ta48,ta,30x20,30,20,11,2,0,0.0
ta48,ta,30x20,30,20,11,3,2,0.06666666666666667
ta48,ta,30x20,30,20,11,4,2,0.06666666666666667
ta48,ta,30x20,30,20,11,5,2,0.06666666666666667
ta48,ta,30x20,30,20,11,6,1,0.03333333333333333
ta48,ta,30x20,30,20,11,7,2,0.06666666666666667
ta48,ta,30x20,30,20,11,8,0,0.0
ta48,ta,30x20,30,20,11,9,1,0.03333333333333333
ta48,ta,30x20,30,20,11,10,2,0.06666666666666667
ta48,ta,30x20,30,20,11,11,0,0.0
ta48,ta,30x20,30,20,11,12,2,0.06666666666666667
ta48,ta,30x20,30,20,11,13,2,0.06666666666666667
ta48,ta,30x20,30,20,11,14,1,0.03333333333333333
ta48,ta,30x20,30,20,11,15,4,0.13333333333333333
ta48,ta,30x20,30,20,11,16,1,0.03333333333333333
ta48,ta,30x20,30,20,11,17,0,0.0
ta48,ta,30x20,30,20,11,18,2,0.06666666666666667
ta48,ta,30x20,30,20,11,19,0,0.0
ta48,ta,30x20,30,20,12,0,1,0.03333333333333333
ta48,ta,30x20,30,20,12,1,2,0.06666666666666667
ta48,ta,30x20,30,20,12,2,2,0.06666666666666667
ta48,ta,30x20,30,20,12,3,1,0.03333333333333333
ta48,ta,30x20,30,20,12,4,1,0.03333333333333333
ta48,ta,30x20,30,20,12,5,2,0.06666666666666667
ta48,ta,30x20,30,20,12,6,2,0.06666666666666667
ta48,ta,30x20,30,20,12,7,1,0.03333333333333333
ta48,ta,30x20,30,20,12,8,1,0.03333333333333333
ta48,ta,30x20,30,20,12,9,0,0.0
ta48,ta,30x20,30,20,12,10,1,0.03333333333333333
ta48,ta,30x20,30,20,12,11,2,0.06666666666666667
ta48,ta,30x20,30,20,12,12,2,0.06666666666666667
ta48,ta,30x20,30,20,12,13,0,0.0
ta48,ta,30x20,30,20,12,14,2,0.06666666666666667
ta48,ta,30x20,30,20,12,15,1,0.03333333333333333
ta48,ta,30x20,30,20,12,16,3,0.1
ta48,ta,30x20,30,20,12,17,2,0.06666666666666667
ta48,ta,30x20,30,20,12,18,2,0.06666666666666667
ta48,ta,30x20,30,20,12,19,2,0.06666666666666667
ta48,ta,30x20,30,20,13,0,0,0.0
ta48,ta,30x20,30,20,13,1,2,0.06666666666666667
ta48,ta,30x20,30,20,13,2,3,0.1
ta48,ta,30x20,30,20,13,3,1,0.03333333333333333
ta48,ta,30x20,30,20,13,4,1,0.03333333333333333
ta48,ta,30x20,30,20,13,5,1,0.03333333333333333
ta48,ta,30x20,30,20,13,6,1,0.03333333333333333
ta48,ta,30x20,30,20,13,7,3,0.1
ta48,ta,30x20,30,20,13,8,3,0.1
ta48,ta,30x20,30,20,13,9,2,0.06666666666666667
ta48,ta,30x20,30,20,13,10,3,0.1
ta48,ta,30x20,30,20,13,11,2,0.06666666666666667
ta48,ta,30x20,30,20,13,12,1,0.03333333333333333
ta48,ta,30x20,30,20,13,13,2,0.06666666666666667
ta48,ta,30x20,30,20,13,14,0,0.0
ta48,ta,30x20,30,20,13,15,0,0.0
ta48,ta,30x20,30,20,13,16,4,0.13333333333333333
ta48,ta,30x20,30,20,13,17,0,0.0
ta48,ta,30x20,30,20,13,18,0,0.0
ta48,ta,30x20,30,20,13,19,1,0.03333333333333333
ta48,ta,30x20,30,20,14,0,4,0.13333333333333333
ta48,ta,30x20,30,20,14,1,1,0.03333333333333333
ta48,ta,30x20,30,20,14,2,1,0.03333333333333333
ta48,ta,30x20,30,20,14,3,2,0.06666666666666667
ta48,ta,30x20,30,20,14,4,2,0.06666666666666667
ta48,ta,30x20,30,20,14,5,0,0.0
ta48,ta,30x20,30,20,14,6,1,0.03333333333333333
ta48,ta,30x20,30,20,14,7,0,0.0
ta48,ta,30x20,30,20,14,8,1,0.03333333333333333
ta48,ta,30x20,30,20,14,9,3,0.1
ta48,ta,30x20,30,20,14,10,1,0.03333333333333333
ta48,ta,30x20,30,20,14,11,2,0.06666666666666667
ta48,ta,30x20,30,20,14,12,2,0.06666666666666667
ta48,ta,30x20,30,20,14,13,1,0.03333333333333333
ta48,ta,30x20,30,20,14,14,2,0.06666666666666667
ta48,ta,30x20,30,20,14,15,0,0.0
ta48,ta,30x20,30,20,14,16,3,0.1
ta48,ta,30x20,30,20,14,17,1,0.03333333333333333
ta48,ta,30x20,30,20,14,18,2,0.06666666666666667
ta48,ta,30x20,30,20,14,19,1,0.03333333333333333
ta48,ta,30x20,30,20,15,0,2,0.06666666666666667
ta48,ta,30x20,30,20,15,1,2,0.06666666666666667
ta48,ta,30x20,30,20,15,2,1,0.03333333333333333
ta48,ta,30x20,30,20,15,3,3,0.1
ta48,ta,30x20,30,20,15,4,1,0.03333333333333333
ta48,ta,30x20,30,20,15,5,1,0.03333333333333333
ta48,ta,30x20,30,20,15,6,1,0.03333333333333333
ta48,ta,30x20,30,20,15,7,3,0.1
ta48,ta,30x20,30,20,15,8,0,0.0
ta48,ta,30x20,30,20,15,9,3,0.1
ta48,ta,30x20,30,20,15,10,0,0.0
ta48,ta,30x20,30,20,15,11,0,0.0
ta48,ta,30x20,30,20,15,12,3,0.1
ta48,ta,30x20,30,20,15,13,3,0.1
ta48,ta,30x20,30,20,15,14,0,0.0
ta48,ta,30x20,30,20,15,15,0,0.0
ta48,ta,30x20,30,20,15,16,0,0.0
ta48,ta,30x20,30,20,15,17,2,0.06666666666666667
ta48,ta,30x20,30,20,15,18,2,0.06666666666666667
ta48,ta,30x20,30,20,15,19,3,0.1
ta48,ta,30x20,30,20,16,0,4,0.13333333333333333
ta48,ta,30x20,30,20,16,1,1,0.03333333333333333
ta48,ta,30x20,30,20,16,2,1,0.03333333333333333
ta48,ta,30x20,30,20,16,3,1,0.03333333333333333
ta48,ta,30x20,30,20,16,4,4,0.13333333333333333
ta48,ta,30x20,30,20,16,5,1,0.03333333333333333
ta48,ta,30x20,30,20,16,6,0,0.0
ta48,ta,30x20,30,20,16,7,0,0.0
ta48,ta,30x20,30,20,16,8,1,0.03333333333333333
ta48,ta,30x20,30,20,16,9,0,0.0
ta48,ta,30x20,30,20,16,10,1,0.03333333333333333
ta48,ta,30x20,30,20,16,11,5,0.16666666666666666
ta48,ta,30x20,30,20,16,12,2,0.06666666666666667
ta48,ta,30x20,30,20,16,13,0,0.0
ta48,ta,30x20,30,20,16,14,1,0.03333333333333333
ta48,ta,30x20,30,20,16,15,3,0.1
ta48,ta,30x20,30,20,16,16,1,0.03333333333333333
ta48,ta,30x20,30,20,16,17,1,0.03333333333333333
ta48,ta,30x20,30,20,16,18,0,0.0
ta48,ta,30x20,30,20,16,19,3,0.1
ta48,ta,30x20,30,20,17,0,2,0.06666666666666667
ta48,ta,30x20,30,20,17,1,0,0.0
ta48,ta,30x20,30,20,17,2,1,0.03333333333333333
ta48,ta,30x20,30,20,17,3,3,0.1
ta48,ta,30x20,30,20,17,4,1,0.03333333333333333
ta48,ta,30x20,30,20,17,5,1,0.03333333333333333
ta48,ta,30x20,30,20,17,6,2,0.06666666666666667
ta48,ta,30x20,30,20,17,7,2,0.06666666666666667
ta48,ta,30x20,30,20,17,8,0,0.0
ta48,ta,30x20,30,20,17,9,1,0.03333333333333333
ta48,ta,30x20,30,20,17,10,2,0.06666666666666667
ta48,ta,30x20,30,20,17,11,4,0.13333333333333333
ta48,ta,30x20,30,20,17,12,1,0.03333333333333333
ta48,ta,30x20,30,20,17,13,2,0.06666666666666667
ta48,ta,30x20,30,20,17,14,1,0.03333333333333333
ta48,ta,30x20,30,20,17,15,2,0.06666666666666667
ta48,ta,30x20,30,20,17,16,2,0.06666666666666667
ta48,ta,30x20,30,20,17,17,1,0.03333333333333333
ta48,ta,30x20,30,20,17,18,2,0.06666666666666667
ta48,ta,30x20,30,20,17,19,0,0.0
ta48,ta,30x20,30,20,18,0,2,0.06666666666666667
ta48,ta,30x20,30,20,18,1,2,0.06666666666666667
ta48,ta,30x20,30,20,18,2,3,0.1
ta48,ta,30x20,30,20,18,3,0,0.0
ta48,ta,30x20,30,20,18,4,1,0.03333333333333333
ta48,ta,30x20,30,20,18,5,1,0.03333333333333333
ta48,ta,30x20,30,20,18,6,2,0.06666666666666667
ta48,ta,30x20,30,20,18,7,1,0.03333333333333333
ta48,ta,30x20,30,20,18,8,1,0.03333333333333333
ta48,ta,30x20,30,20,18,9,2,0.06666666666666667
ta48,ta,30x20,30,20,18,10,0,0.0
ta48,ta,30x20,30,20,18,11,1,0.03333333333333333
ta48,ta,30x20,30,20,18,12,3,0.1
ta48,ta,30x20,30,20,18,13,0,0.0
ta48,ta,30x20,30,20,18,14,3,0.1
ta48,ta,30x20,30,20,18,15,2,0.06666666666666667
ta48,ta,30x20,30,20,18,16,2,0.06666666666666667
ta48,ta,30x20,30,20,18,17,2,0.06666666666666667
ta48,ta,30x20,30,20,18,18,2,0.06666666666666667
